Rate,Rate_1,Rate_2,density,recip,sameX,se_density,se_recip,se_sameX,maxConv,sim
2.46079789341989,2.48504115224744,2.21484193274908,-5.11606829466688,4.86287587932218,0.374420395839393,0.194628274484937,0.256570015749282,0.133176519784376,0.139246572668153,21
2.46705686438385,2.465637414849,2.22534903360837,-5.09495756446191,4.84937198417279,0.362470198423933,0.206184436985861,0.247216803103452,0.139796825704601,0.0979988456143922,22
2.45274421312741,2.49014690783725,2.22570812826291,-5.10003105221266,4.85857658981425,0.366210794354751,0.192536015591314,0.233727808681727,0.138447105485685,0.076262614504905,23
2.47531813962734,2.49072323773893,2.21148635373565,-5.10991383918946,4.87570597711443,0.370348692811885,0.196242685841969,0.244575201013697,0.137826624517338,0.117373710690637,24
2.46508826112761,2.4701235969173,2.23547220829424,-5.10419301904586,4.85743219291895,0.372575849493913,0.213825811893813,0.25497570860474,0.13776164078069,0.0676267929265923,25
2.47160588851493,2.49219609425566,2.21604591385928,-5.10013084199639,4.85608267505449,0.371461808558536,0.190376031098113,0.233445851914655,0.142772245571423,0.140209558579671,26
2.48892893760734,2.49939422703937,2.22825095206208,-5.10103513152507,4.85168239888389,0.374067143077187,0.192467940164057,0.247771201115812,0.13956831183857,0.0648975642171542,27
2.4590781178446,2.50214985618226,2.24309573027484,-5.10211181763759,4.84993029602231,0.373784345518072,0.213042110920358,0.249318497567147,0.13629424360652,0.0344116632195834,28
2.47805676920278,2.49212292420015,2.22200969882305,-5.0970936665081,4.84630488834301,0.370804800937694,0.177023784490766,0.225637916655602,0.135438029982388,0.0774604862936022,29
2.50153786615474,2.50333462719818,2.20969367792701,-5.11949707231836,4.87897018368394,0.376198783279485,0.191051717744651,0.22597980812432,0.140491020792784,0.068414071113162,30
2.47525910074791,2.48497904130456,2.2224697200911,-5.10377524715913,4.85246981404253,0.377231973599637,0.193289167895496,0.232266213484031,0.141386476497527,0.117232315621625,31
2.44929927044746,2.47940673510347,2.23068066826181,-5.10008226984616,4.85016574883235,0.368898967765505,0.201586087057759,0.231273256574152,0.127389570779195,0.0327026435198088,32
2.48748076596579,2.49383728042438,2.20695097737102,-5.10349271914279,4.86000990408944,0.363412364105107,0.221792408619513,0.255592955395767,0.137747730043711,0.107732289154659,33
2.46090043350598,2.50304723881128,2.21812752965027,-5.09383546313972,4.85237147365566,0.36222912930147,0.201567691080133,0.240377356157179,0.137668953125321,0.0692444994922428,34
2.46792874519642,2.4785631162221,2.226539625684,-5.10415613153569,4.8588168703471,0.368919081111795,0.193432029608717,0.252097420986055,0.137336808947286,0.0859620510427116,35
2.46649272095571,2.48015939686437,2.23296001428391,-5.09814540357792,4.85626430755481,0.371085977779039,0.196237297060276,0.24164352977558,0.136109759555433,0.0289247409158552,36
2.45790507766162,2.48733180314411,2.19433095141181,-5.09063714208188,4.84545894799552,0.365066649828888,0.206739526923615,0.249954853968176,0.137855333508432,0.103175212972901,37
2.48157068281276,2.50026576249573,2.25738596993773,-5.10390885819052,4.84913928635698,0.375888614529065,0.212068368639747,0.244267440600949,0.139030737404785,0.0799129725742354,38
2.47290521262926,2.50351193614329,2.24583578882573,-5.11428925755141,4.87512293579152,0.368281266419699,0.194982128836477,0.243342187434923,0.126873459799647,0.102727373612752,39
2.46346641170743,2.48981004960997,2.23004301786213,-5.09864812261467,4.85533243306996,0.370223411511776,0.184677802365652,0.232862990066249,0.147515240127792,0.0965463260693359,40
2.47864926124665,2.48394369651514,2.21940186155002,-5.09467160140824,4.84894602061224,0.363152497169242,0.205070440866595,0.258248995899348,0.13330447215416,0.0968029231688678,41
2.49459355916294,2.49691052261324,2.23674383153838,-5.12610669720629,4.88187033219447,0.377494456879568,0.192232845740611,0.22981749718739,0.140999287963304,0.179635954816654,42
2.47897112226206,2.47269931169868,2.2206329295182,-5.08852549270022,4.84089487525526,0.367018381658103,0.202565727119654,0.246265076621031,0.13607316676211,0.0686612996885397,43
2.48662824248886,2.50210543726811,2.19903787680618,-5.09864843523344,4.85670239069199,0.364779007147006,0.217720195573779,0.250983524528321,0.138665267345685,0.115727338895194,44
2.46579816045645,2.49565164940965,2.23244383546236,-5.09572670841298,4.85490170410051,0.365838092449738,0.199808747583801,0.239400339565687,0.132269482778052,0.100869062228129,45
2.48325872524305,2.49332540584099,2.20671829254347,-5.10049458489362,4.85651024765896,0.368642801132002,0.186797337035039,0.237222483009648,0.130909476363185,0.0891730637700484,46
2.47658783581939,2.49193155745982,2.22797451317127,-5.11931862644932,4.88551632599518,0.36540802176395,0.187150174929845,0.233343970614185,0.138467425345394,0.0629986844274589,47
2.48480953287481,2.49719563556962,2.22948894064051,-5.12313952818208,4.88452857104741,0.372935994101496,0.194735687645554,0.233574466240245,0.140479303844654,0.121574260845652,48
2.45925995961587,2.45472667809921,2.22035876975768,-5.08995257960149,4.83812538518407,0.374350185309221,0.206597710671071,0.256662504763021,0.134964091529788,0.142199967635078,49
2.48588571319271,2.47864214547418,2.22611139924438,-5.1048394659988,4.86259703496872,0.368869990063091,0.221950146460383,0.265465020030293,0.140715262881764,0.0110674220042922,50
2.46345658216925,2.49930021346786,2.21185957141689,-5.09492820544723,4.85291580675108,0.361551841410439,0.193301069189909,0.228233027655965,0.143454754162375,0.0855390277063371,51
2.45105241551079,2.48625687517762,2.19917309722897,-5.08747771585145,4.84122746410191,0.367193960563527,0.19619422257851,0.232614617456716,0.135013012746202,0.135903838926943,52
2.45657548545631,2.48336359713854,2.23140929831648,-5.09840234339443,4.85124945114483,0.370299432569369,0.211530067622697,0.262340223012276,0.137936065952556,0.102124615651808,53
2.50096695328227,2.48927950217427,2.21899194660963,-5.11427645654238,4.88361742228079,0.367453506656452,0.203619441361542,0.261869311056256,0.133180714315665,0.125688634556915,54
2.46145420228433,2.48525505639887,2.22082659435538,-5.08128651856718,4.8332610333642,0.36357172924513,0.204595728921671,0.245207706229924,0.145528991837586,0.0733353814965686,55
2.45561411885375,2.48702966292066,2.22564347768511,-5.09520593655275,4.84175754366323,0.375295462867138,0.189548958978948,0.23709017432493,0.134567299237034,0.0616457269302705,56
2.45767644427387,2.49795290833684,2.21707534364333,-5.10769573719437,4.86671300110781,0.37087255038473,0.213360938941244,0.272052669062473,0.137939258063623,0.0605729601280778,57
2.47714358891053,2.48996878459267,2.2130486591429,-5.09461088728667,4.85066849782026,0.368801806263967,0.212394371313155,0.258417025349974,0.139007505245795,0.0856733151503176,58
2.47310288849784,2.50367075991979,2.22623771812046,-5.10947803172085,4.86264907164549,0.368892861553699,0.22476092793766,0.261961423298798,0.137398022044482,0.0888866730832111,59
2.46948737401031,2.48325593784371,2.22932025943037,-5.10697316910079,4.86178431700628,0.375153057335592,0.19914371511931,0.240060243734091,0.137342166731918,0.0811031334174943,60
2.45152565392368,2.48712030365146,2.21463806215463,-5.09136040544972,4.84276586451619,0.36532838377697,0.193053219118991,0.24205580781213001,0.131954617898501,0.0781959111191141,61
2.47977446140465,2.4828156724034,2.21407789004752,-5.10077968159993,4.86005903619609,0.368757892053185,0.202546003291274,0.242498208669295,0.136199733870298,0.103887214415916,62
2.46675365328322,2.49438515071715,2.22210783132153,-5.10157074120494,4.85999059796511,0.359057199150619,0.197765227160057,0.24179751326464,0.136143107957093,0.0940183682123795,63
2.4762071850718,2.49020067635533,2.22729619701797,-5.10927120012309,4.87003853350833,0.367568371128614,0.215159222793126,0.253947307817669,0.133400520035316,0.0838989578323319,64
2.4842403570815,2.48528742903024,2.24463694818305,-5.12642540242749,4.8883862581696,0.370149429971273,0.203553978494312,0.254650428872375,0.13494303577763,0.109132838705425,65
2.46142678130376,2.4826917039465,2.21844487863315,-5.09783564567311,4.85237315390405,0.372140097194656,0.198292457759741,0.228146355846771,0.141941914899372,0.0999071348670505,66
2.46448800339678,2.4969724698951,2.23183164128195,-5.10647778734039,4.86513263852286,0.369158613897046,0.200759886098346,0.243597303937669,0.128487778378423,0.0525814981789638,67
2.45656922123509,2.49134177035267,2.23309285485687,-5.10686840907814,4.8487832003062,0.382104941482437,0.189700316714725,0.232373963878624,0.135236996288044,0.0564619556961357,68
2.48018003139364,2.50589306701375,2.21667956995229,-5.12565308605882,4.88575218233561,0.372942750069079,0.206006605222536,0.251339781091474,0.138415011832273,0.140735182420397,69
2.45447388079407,2.50691260545145,2.21741269308185,-5.10781313825717,4.85893532874573,0.376433184489638,0.199033481472276,0.248617194506693,0.140608286297036,0.0748831653575733,70
2.47076331482372,2.50133120231914,2.21255359996289,-5.11557015481597,4.86775105428407,0.366656702208828,0.19833638459043,0.248104629431726,0.132554189941439,0.0794347054286492,71
2.45458377129306,2.48128764507361,2.21780431928659,-5.10701027694549,4.86817608845682,0.365529597689682,0.207662678011525,0.237131455216698,0.140259098040203,0.0983924665580397,72
2.46083647899047,2.46463608445312,2.20809006650603,-5.08564235916147,4.82788197208431,0.373776854537006,0.203572270106847,0.234865416792278,0.133491252826981,0.160141018223974,73
2.46736473736143,2.50262747112527,2.21418367568871,-5.09961862124218,4.85076435890268,0.366540426453412,0.195841452214662,0.243763361706067,0.130486731172411,0.0359959509037671,74
2.48428242079718,2.48982400630012,2.21073673560918,-5.09972435483092,4.85922138290842,0.367571747805126,0.197710654846636,0.232520058649349,0.139627609961686,0.0401182395120531,75
2.46053388922279,2.50476499227211,2.23685306561369,-5.12283547731927,4.8777432954702,0.378802185227128,0.204642446643076,0.239690788552024,0.139661508645688,0.128114968106726,76
2.45820894111145,2.48497489067143,2.22112099409688,-5.09899208366933,4.83904404141061,0.374697419379758,0.216488125455828,0.251540410004567,0.137098352340339,0.110821102919685,77
2.47661300239273,2.4808551390263,2.21226199392934,-5.11524265619029,4.87543319142214,0.366598993036908,0.197736685611379,0.245478575401447,0.137447410856845,0.139321397939082,78
2.46974109039103,2.49335974289701,2.22409873461323,-5.09662870723272,4.86080316713736,0.359571660680572,0.194683885142474,0.242834073675212,0.131287727510839,0.0639939120785666,79
2.46863736684617,2.48493426134513,2.23474703755871,-5.11768515825735,4.8876738590217,0.367789940129962,0.188802832545704,0.236800661019158,0.138138865148904,0.164314488531224,80
2.4362996918821,2.49563859988783,2.22700343628175,-5.10447884902662,4.85096323667331,0.371661663237986,0.195311477811331,0.229398391777241,0.131646566938921,0.112104055200734,81
2.46331992718517,2.49531633974714,2.21026238333264,-5.10782765200441,4.8631196154013,0.368339425971607,0.196427658342781,0.245327377317278,0.130751932313003,0.0583584445748426,82
2.48336743253857,2.48676469724542,2.22678509784887,-5.10940902714644,4.86931449911804,0.368365824275353,0.194253823093111,0.229660724585196,0.135550359480806,0.0845703316143328,83
2.46467854064091,2.50633310882336,2.21372841038451,-5.09483676181335,4.84831040737809,0.370249834199492,0.190513385965993,0.241812373253367,0.132254286461557,0.0554707811154644,84
2.46531363094044,2.51972137951545,2.21769324519258,-5.09927843856059,4.85930402841472,0.363360557723415,0.182098548468317,0.224720085209908,0.134147271461458,0.0636834091336895,85
2.4703612121207,2.52233345693416,2.23317074610129,-5.12067023683472,4.88169918521012,0.366744725899225,0.185730682920093,0.233115935126474,0.132613353880125,0.108976986206614,86
2.48192861424462,2.50466182238303,2.23764008086494,-5.11588703018851,4.86991577089528,0.373891510296268,0.20263085516305,0.244115784772361,0.13743955644055,0.12026667615329,87
2.46014524488526,2.48083449046382,2.22705727794992,-5.09164713946083,4.84233821341939,0.369709769791892,0.204999548280908,0.243282734826145,0.136195685653017,0.0844499665295863,88
2.46132839848283,2.48938810912767,2.2215721411296,-5.1042763126871,4.85034606113495,0.378121052677495,0.213603963168186,0.250498363358033,0.143376762559383,0.0789250210379343,89
2.44746561834371,2.46381041205662,2.23189916869656,-5.09404392784993,4.84842593607728,0.368759277300828,0.200342238225223,0.2354349013377,0.135631984058406,0.0429796156576052,90
2.47363923266685,2.4851858749012,2.21031681805509,-5.10989135949484,4.86448201651461,0.374591767599324,0.191276220571168,0.238219574241324,0.13610175363789,0.0716206264626014,91
2.46625017483666,2.49696805915693,2.22392970500226,-5.10353546854348,4.86453515440034,0.367533540955285,0.184475486880685,0.237742317244291,0.131372682461344,0.0847830931025323,92
2.47590139833528,2.49562897959986,2.20944280922957,-5.12246359220203,4.87340681090142,0.379738577390869,0.194632994692442,0.232531140663181,0.129624320121316,0.119214448813712,93
2.48588394165131,2.47637158668185,2.23281076980999,-5.09955788094011,4.85150465296128,0.374238909117307,0.200449989678462,0.24675203501991,0.144818307911605,0.0642418008635808,94
2.46664492054634,2.48841909855817,2.20494780069377,-5.08405027858932,4.83844644638782,0.368044791472798,0.202779443840882,0.240465980467241,0.13340808654628,0.0715757613203857,95
2.46406199197673,2.50991505129136,2.20396924274068,-5.10245432065312,4.8522836890788,0.374239856065177,0.183505036745803,0.214497761123036,0.137281568881497,0.069184535389864,96
2.45589528513636,2.48667549573449,2.20302603512644,-5.09869330516576,4.84897282891833,0.372133276204156,0.194083270727692,0.236649246610757,0.13392417478525,0.0442112092141036,97
2.44923872642648,2.48123325142325,2.21718069387368,-5.10458980991544,4.86419852447726,0.369267542919207,0.211775673064011,0.253787597137986,0.142131014593079,0.0996214372484243,98
2.4396971556795,2.49716054423794,2.21853713658477,-5.1135764612528,4.87413952424745,0.370329895284796,0.191710646139837,0.244306991372494,0.133259794449909,0.0457699235403454,99
2.475879497087,2.46445685105478,2.20898691340671,-5.10191581104374,4.85559493418279,0.368394050289172,0.199811651262034,0.241986337435706,0.133923503438724,0.0400570572441709,100
2.48033270186031,2.50745844400111,2.20849759455091,-5.10882883590519,4.86459768910905,0.372484168466062,0.199783099491453,0.232546357616274,0.133836508367314,0.0313244920563902,101
2.45565751695964,2.48782015082329,2.21361772360223,-5.08773693131802,4.83978875268409,0.369962917998662,0.208251726939078,0.261426323598714,0.134930456038575,0.124840768315224,102
2.44902307877901,2.49407826285214,2.2108492655725,-5.09823003679915,4.84695163439737,0.375322417125868,0.206828599641926,0.23779268861029,0.137271621663768,0.084573124980161,103
2.47334732911523,2.49125844556968,2.21403245654539,-5.10572929356733,4.87747548239176,0.361387219883055,0.197525373673079,0.247303425081762,0.139537132393112,0.0917482137807626,104
2.47959958090271,2.50800276124637,2.21137904346053,-5.117159195021,4.87117571324662,0.376813089848384,0.195787715493982,0.228176537363495,0.139192340045121,0.0434603351021508,105
2.4632122959991,2.51745812766257,2.19846376736234,-5.09669014357682,4.85715950426535,0.363938630351785,0.187467274144144,0.225931723554248,0.132384217229236,0.0382108099578995,106
2.47962606026147,2.49058035298853,2.22165671252562,-5.10421757164886,4.86645098168777,0.359768740503153,0.192584269193923,0.23395676774491,0.136118351314272,0.0944526994992055,107
2.46249246232978,2.47528782379501,2.22502609378706,-5.11042590049402,4.85728156763753,0.377619737836937,0.198968346775032,0.243768479998926,0.13329822587695,0.117623158604302,108
2.46757144809163,2.48844304976183,2.21055678163372,-5.10164637792829,4.85140302974443,0.374072455496098,0.201779757684281,0.239019672912945,0.13734855375895,0.0637834922580592,109
2.48929378942807,2.49969582890428,2.21369179323973,-5.10370926412229,4.85730739148279,0.368298647514075,0.206342662173481,0.26545572368425,0.136721522931304,0.048090685597689,110
2.46110423295585,2.49673116594334,2.23549547722567,-5.11324572488108,4.87348252109609,0.366088234477181,0.203013074419833,0.228344546411509,0.140563632226354,0.125413191409292,111
2.46680016864086,2.49107686376768,2.20352956133866,-5.10101945916426,4.86205347022227,0.367636390155342,0.19353196490908,0.245345839222018,0.133903328660817,0.0510760614505848,112
2.4931982288421,2.47569418769996,2.22339299262331,-5.10121620915251,4.85393805497342,0.364938786548452,0.197920938287935,0.248885025996185,0.132806865559647,0.0588000405564198,113
2.47441050969526,2.48024516870279,2.20574291351079,-5.09187192768919,4.84471348401263,0.374516073470481,0.193283149878674,0.249630728414679,0.139332171720711,0.0775089250303608,114
2.4695737467496,2.48176655176979,2.21682793316202,-5.11242404204348,4.86237973941096,0.375436376415033,0.203598741367889,0.25715468035131,0.144257471245265,0.0753652844611673,115
2.48548545315985,2.47850029019683,2.23195211883888,-5.10456814412651,4.85872382291696,0.374917756299736,0.198719508806077,0.235103673722519,0.135497058260209,0.0241492340072688,116
2.45979778306684,2.49427581369126,2.20100813235204,-5.08896430983669,4.8405350596135,0.367595984931119,0.184777100893685,0.229000083177744,0.135344639041063,0.0882323236703798,117
2.45313191002102,2.48421638438096,2.23329066694915,-5.11975555164903,4.870365007829,0.374983003674755,0.204783201981993,0.257015825710367,0.137733238646961,0.0615906175653541,118
2.48468117191946,2.4971843956684,2.22114950376739,-5.10115437658562,4.85451222750637,0.371744621974646,0.19823599204493,0.241226057184659,0.138388318464289,0.0526128963223851,119
2.46327575466217,2.48515270224218,2.20203485811037,-5.08687809472438,4.8433318283139,0.364956004798655,0.187399137846973,0.220619759697654,0.139888293089898,0.0916094216344731,120
2.47718043914021,2.50220791506002,2.21774907617878,-5.10686792587111,4.86278030943103,0.37247042007119,0.205412323755021,0.237290549662275,0.136819191831498,0.0576411918377397,121
2.47465139769855,2.48907315392025,2.2082871351728,-5.09236141037435,4.8485226550743,0.36157465413279,0.206164756529808,0.239527026142065,0.139400985200528,0.106278103778488,122
2.45915019875,2.48406820202133,2.22305297497372,-5.11524545134013,4.87217274900241,0.374390354071153,0.203725144849533,0.234220980542561,0.140252893370748,0.0405087065498918,123
2.46454269009775,2.51184740240738,2.22474485790419,-5.10323763435053,4.87457198277607,0.360546405274384,0.202112764047493,0.239772081136843,0.138396796483734,0.115781688874595,124
2.4826948257826,2.49999625615615,2.22499036064429,-5.09992640565342,4.85973061116468,0.364085475171369,0.188329763428184,0.250312949586115,0.130104533209536,0.0961294076323582,125
2.47871860861444,2.48240543770252,2.20758244752059,-5.11356289787638,4.88349482417038,0.371785461662023,0.198055698948603,0.248097747752911,0.131679399154878,0.162208382161886,126
2.45739041742777,2.45910060991225,2.22181729637116,-5.10080516490566,4.85473625690571,0.371183715595051,0.204675592566516,0.245334700758648,0.140823424537913,0.0626184935431755,127
2.48121327943736,2.48779492694127,2.21956274896997,-5.11338829594537,4.87012310162674,0.363283604872908,0.188003918270908,0.240478590400904,0.134967941857974,0.0779456304528624,128
2.45883966220503,2.47373790151843,2.22119163530027,-5.08137619317822,4.8252779618696,0.36930231910335,0.197689814368335,0.244654310358087,0.14208789739893,0.105803309997838,129
2.475499378923,2.50116894597313,2.23147210529296,-5.11006634551359,4.86872245653351,0.373287184627552,0.197930876075676,0.236583164587288,0.14009745894344,0.0703330492287987,130
2.47196198943022,2.49970386823578,2.23879161957863,-5.11317243220704,4.86845579584253,0.368136136662182,0.196842723260033,0.247670949091546,0.13634875573706,0.0465435248750735,131
2.47546275677718,2.47838360697551,2.22356003610467,-5.10352374575647,4.84988599358055,0.378508393992869,0.193096353852978,0.234061717365621,0.138466890904124,0.0892509771589883,132
2.4460961157668,2.50420371129663,2.21210339116881,-5.09980632780204,4.85930373807025,0.369337583915503,0.187728882076456,0.233165873614597,0.144449857896345,0.079961168760933,133
2.47623123450453,2.47349891573882,2.20919700073304,-5.07411124323225,4.81804257595705,0.373107490454226,0.195486425200804,0.241837814193407,0.139949260297781,0.157448833193312,134
2.4724151736291,2.47366043386941,2.22044146654076,-5.09919508398087,4.84970884976942,0.367146276950969,0.20290342829306,0.24122921963714,0.143878413125254,0.0243069641169443,135
2.48001608014074,2.51214117782031,2.23354219969593,-5.12240541258948,4.88126605481958,0.3707376012605,0.200351259463511,0.241770570015358,0.133533503783748,0.0967980453548539,136
2.4750879452028,2.49911035736263,2.23304762835604,-5.11694853233552,4.86519683725934,0.379942268878414,0.209534416263735,0.248871433222513,0.133679575550638,0.182307054219485,137
2.48559248293033,2.49383957547806,2.2263553561722,-5.10452235742882,4.86542948791723,0.36856924426983,0.195950245571035,0.229931457299235,0.141743549585236,0.0291104062004367,138
2.48535442805643,2.51644234839286,2.22274711391388,-5.11386903372354,4.87393151250806,0.367363120138054,0.221912238504759,0.261860457237492,0.134292978823938,0.131252320346307,139
2.47359574323236,2.49116159052778,2.21484735504061,-5.09980701547416,4.85994732335349,0.364282571192259,0.214067518713058,0.261838193643241,0.138811358588403,0.0383072365253487,140
2.45411177515912,2.49105766088626,2.19963215204869,-5.09974840382238,4.85353051167949,0.373784109157369,0.209859734664696,0.258857152615407,0.135365905585903,0.0643146468902957,141
2.47258931978237,2.49670705412037,2.2167195157536,-5.10680854100415,4.86303579823307,0.36585820137909,0.200493589741066,0.240254372236885,0.139715013791314,0.0805103749944599,142
2.45917218604798,2.50303629360382,2.2240421009946,-5.10484236765367,4.85522648446342,0.37699304337787,0.192542708687478,0.245211503148953,0.130877454453873,0.0443911950294174,143
2.47093663731214,2.48666634171355,2.21101394716574,-5.10213105214601,4.86199695483365,0.366878603477124,0.192854157325555,0.230686027553682,0.125595582706945,0.04102605971071,144
2.49304469507684,2.48611241068172,2.22901173693781,-5.1222305955753,4.87293887275746,0.375049696189855,0.209141102190787,0.239380069147745,0.140202954541627,0.0842902593940066,145
2.48137449345628,2.4684053531337,2.22369311037856,-5.10432494129396,4.86710761748463,0.362697616424169,0.211970608223927,0.253925412928718,0.131298738778327,0.0956202654807634,146
2.48084791297535,2.4915773211797,2.21924333312185,-5.10540994075446,4.84819267649186,0.373994094220674,0.199687603539446,0.242648356412965,0.1384393372745,0.0731120298331113,147
2.45643111586394,2.48105494754231,2.21848884686724,-5.08007493991157,4.83300001277353,0.364456217328338,0.201383389221664,0.240568337998109,0.137035059945507,0.118353608819477,148
2.47869725841969,2.51439838495381,2.21771115234426,-5.11975869048884,4.86150267176928,0.384201233626569,0.211892002322814,0.257632752178976,0.141758976269723,0.152226848155076,149
2.48211462196477,2.49268923032364,2.23174327080194,-5.10497165274685,4.85895241637759,0.366623683830344,0.197228399244373,0.244173531428153,0.134710348065886,0.121663228512266,150
2.46995847652914,2.48639654665879,2.20965510487016,-5.07611149193425,4.83434611879873,0.355411889619989,0.198783335045605,0.244026331423638,0.136490017497575,0.163020787072537,151
2.4887287148176,2.4819834321297,2.2451155932605,-5.1222114233422396,4.87340989566804,0.37732970187314,0.201085201236646,0.24599090858071,0.139901456631951,0.0875128136804193,152
2.4646404956683,2.48042273824181,2.22212228300565,-5.11863429328533,4.86883350808983,0.374386911638324,0.218013705985088,0.263859913314037,0.140598402261987,0.100833645005031,153
2.48451472771099,2.49950644094356,2.23179605887365,-5.10718064818832,4.8645302938698,0.369648478526539,0.202377351822569,0.249031881784436,0.13423618458071,0.0780732112687254,154
2.47891188599415,2.49138381930351,2.24359981299368,-5.11209055938114,4.86599420135337,0.374268543031924,0.191326559208743,0.218447536499876,0.136491378222105,0.0482853741116404,155
2.47651739430609,2.52758477514647,2.21238088852331,-5.0945432158941,4.84714991703418,0.369526941622048,0.207705399299434,0.243935189921465,0.140455410831733,0.035355054635113,156
2.45432269420633,2.47183514584058,2.2437079211232702,-5.0971971254323,4.86179999526441,0.361885135601618,0.197011533097029,0.240529391984678,0.137320498257887,0.0980086440394513,157
2.47824133344536,2.48760811189027,2.23246296574455,-5.12327641630546,4.87996748385777,0.371690939362952,0.200261661825562,0.244536696068721,0.134392992543795,0.074052164324994,158
2.45907178525263,2.49756428603725,2.21892274415393,-5.11218727592783,4.86754077575687,0.371665835538973,0.199220279549183,0.237407251506227,0.145626281945223,0.0394201020646702,159
2.47437565752883,2.49419069222304,2.21574122620224,-5.09475959590043,4.84395411656934,0.373456705948949,0.199012147499989,0.241230323365085,0.131519440784415,0.0751509177338461,160
2.46530414876384,2.46782236025794,2.22443488328402,-5.08929699765223,4.83088285701525,0.377094761981228,0.202162956062078,0.257296937863999,0.135813652991454,0.131466976894235,161
2.47574990337018,2.49872607154257,2.21460068662492,-5.10874107086721,4.87017821519951,0.367239190057191,0.197926217884945,0.244543017983018,0.13885973643372,0.0818992215830874,162
2.47124132909944,2.4868771947928,2.22173602367405,-5.10597357188252,4.8563725805918,0.374733123786307,0.192689383545886,0.233403543302955,0.138711942817945,0.0438799373332912,163
2.47472482579854,2.46765804950365,2.21207109405309,-5.10132387866013,4.85648098949426,0.366064125997388,0.213190652239156,0.243761662548729,0.139252869929123,0.0282727970989533,164
2.48834922807528,2.49742390574094,2.22989571090666,-5.10562948891607,4.8645196709285,0.363927445380872,0.195698568343646,0.236139893920579,0.133952909577178,0.0916445856803998,165
2.46924815370013,2.47929423437111,2.23685667285132,-5.09148160751427,4.83908485991339,0.370910517385638,0.19218342269042,0.237961365583002,0.133920669642912,0.0510640848672751,166
