Rate,Rate_1,Rate_2,density,recip,inIsDegree,se_density,se_recip,se_inIsDegree,maxConv,sim
3.12859837878367,3.22785834029828,2.84487526947333,-3.79310117261734,3.72288014705171,-2.74730600622613,0.166592847693581,0.211407550206431,0.483120863982325,0.116794846314459,13
3.12707628765265,3.22647279527104,2.87579329173902,-3.79176541426543,3.72109032524923,-2.77067300955536,0.196119135383515,0.251073962655565,0.517502526420329,0.0875755482738475,14
3.14229496156643,3.23955608033263,2.88425930484958,-3.79372898162943,3.72882499374701,-2.75533893847248,0.192384738194738,0.243866886366707,0.481535863415907,0.0963244932976727,15
3.1368340647401,3.22665650890633,2.86833773750904,-3.79675320015201,3.73393171643735,-2.76907302760156,0.187294758571317,0.23653153914727101,0.487163401484862,0.11708259176928,16
3.12452857598301,3.24121613884995,2.86797514226084,-3.77828668558347,3.7055005303113,-2.77755796990603,0.193280380327434,0.245402788173945,0.495226448946957,0.0269408625892857,17
3.13477885519785,3.24148133173906,2.84192708348882,-3.79156841999197,3.72412864298112,-2.73162063507082,0.195142752235919,0.26397588505829,0.513147558500528,0.101516657104614,18
3.17063467011757,3.28346945864463,2.89252551546347,-3.77198184588471,3.69996345329593,-2.81341670611028,0.192042911953159,0.233704568254426,0.461712289781854,0.0723287903670815,19
3.15121126374099,3.23999629081159,2.87432327024756,-3.76899457748205,3.70002094037546,-2.80455947475592,0.192221802191345,0.249800568300958,0.492506453498337,0.110738835626974,20
3.15372433062179,3.26134005811103,2.87515752656724,-3.76853478255614,3.69353573080514,-2.82088739119955,0.187970220076957,0.250740794322194,0.51266084303785,0.122418303818844,21
3.11842779569794,3.19735697511658,2.87555268038666,-3.7652336164283,3.69299593477576,-2.80071080828785,0.18559981610953,0.239573180688699,0.500905718744501,0.061771381234566,22
3.15231533457666,3.21585029788435,2.85915083653296,-3.80930926872824,3.74630229887919,-2.71936819386888,0.195356178338931,0.245372791200635,0.501018546614342,0.167613948909075,23
3.13354654331223,3.18814031997001,2.85427692865586,-3.79859552523493,3.72887289615255,-2.73801357301375,0.213730644282258,0.261902259110922,0.558750105574001,0.158875474630478,24
3.13485397008886,3.22271796435032,2.86449025312179,-3.78829505245707,3.72156534119807,-2.77501254703257,0.20671855076427,0.258310312632367,0.495370511277524,0.0367946180005566,25
3.16210169654339,3.22247065694422,2.86419184984925,-3.77334776904175,3.70020723116508,-2.79901486812556,0.191687326378448,0.251975674668609,0.486819691398916,0.0708125428480237,26
3.10233218696237,3.19319968839667,2.83572422362854,-3.7967462320609,3.73197680374902,-2.71668694770855,0.187517626815616,0.246834210123597,0.498672556158081,0.148896187720401,27
3.17731876927069,3.21970047047426,2.85743452839367,-3.76789145915875,3.6947419023723,-2.81476647954972,0.17950975214958,0.237095487460797,0.44039685901163,0.0839565801754417,28
3.16053831613641,3.23288332821025,2.85675843697748,-3.78766030811042,3.71760235359432,-2.75980939232973,0.176847043671225,0.225040542568823,0.465885847610168,0.139300519182505,29
3.16498648321832,3.24237327163191,2.88284178457264,-3.78741354789217,3.71803937388991,-2.7892289985867,0.184321250880829,0.254610284072231,0.527648940142985,0.124349179892581,30
3.17378614985729,3.2683223371277,2.88517827785492,-3.80769488154905,3.74639532812907,-2.7470945232598,0.197420134817933,0.24268347873324,0.530862205950527,0.217230902852605,31
3.14789060860553,3.22727993622622,2.87545755473733,-3.76954493986438,3.69460972401198,-2.80356430946895,0.181818871409753,0.232104116766662,0.45267128213623,0.110539303821038,32
3.1216904702183,3.20779592004388,2.87545378038214,-3.80324201109903,3.73969477281747,-2.74501657352439,0.186288027872594,0.247154270708172,0.442386335107505,0.10820779998999,33
3.14040016755654,3.25827516512932,2.85296488632851,-3.79447153311032,3.72514187252685,-2.74033300717993,0.188439398864841,0.234728366031726,0.516960419584469,0.0907209292162979,34
3.12853867565877,3.25370462962953,2.88020030530281,-3.79263051819921,3.72377993458233,-2.73562370692581,0.186613403579087,0.242566456477586,0.476265169944308,0.129774868829383,35
3.15289990492629,3.18191489090658,2.84857673916177,-3.79818905340227,3.72806386951255,-2.70071585258959,0.20652224717043,0.26359877597615,0.508859786205197,0.176549264622928,36
3.17261377696213,3.2086302477116,2.83659223311732,-3.76360999096145,3.68251765165479,-2.80801444445827,0.184982896983734,0.234745129810778,0.451012975885997,0.110754105712774,37
3.12765561320624,3.23410958486939,2.86007329368202,-3.78296788369452,3.71105431152448,-2.76480569436999,0.188615932899289,0.249047994903517,0.46045889840165,0.0884313881043075,38
3.17495929550396,3.26746531260643,2.86591330099143,-3.79185194016924,3.72565490864169,-2.80195793663905,0.188883896385961,0.239107807512608,0.467860845754243,0.164722731992488,39
3.10377513240336,3.24385286043117,2.84231065568365,-3.78008155575295,3.70728523610303,-2.74439438849347,0.175983493736917,0.232211257365217,0.467911200418067,0.106401247745081,40
3.16161658831828,3.18829193317973,2.85461201347539,-3.76274464075576,3.68751584642925,-2.80491010213075,0.189771091507867,0.250557650067993,0.481052249698241,0.126717707685223,41
3.13407424429537,3.23969922318664,2.86631449696508,-3.77640146907507,3.69902254012142,-2.76590413126266,0.190574991218224,0.257052525343658,0.481589563435784,0.081397763512577,42
3.17688513544759,3.28960203029301,2.91132974435145,-3.76004421897282,3.68434335272637,-2.8557484407342,0.196366316529966,0.256037178800416,0.506733559819275,0.202794991413563,43
3.14098875657479,3.26348088057777,2.87279929559867,-3.77373246285437,3.70095327553171,-2.79288130246768,0.198829326668839,0.257277379438827,0.508075306725875,0.0558980459854085,44
3.13041326242684,3.21373906142392,2.8735492135781,-3.78611714742073,3.71436632139059,-2.75871158061706,0.194755902530798,0.251405367440308,0.534060606217346,0.117177798753446,45
3.11541550606648,3.2128816437428,2.82033948206926,-3.7759506511222,3.70374765615393,-2.78339875097966,0.187669870850951,0.238251216309742,0.469928237701636,0.0484302296020128,46
3.18136291886857,3.26055295794337,2.8582285999095,-3.77074437961605,3.69507915232126,-2.80415541159833,0.186957010835788,0.240272339058786,0.448772970287169,0.0822242512294906,47
3.14913265906545,3.23718589532776,2.85453996948876,-3.76776026721475,3.69241741619492,-2.79804929897401,0.192450572295597,0.240084644020719,0.507413652425901,0.0761290581017709,48
3.16421626111431,3.19695264622801,2.85699178211431,-3.77777814352661,3.70575499833549,-2.77473683252499,0.196410678202671,0.265918836823707,0.460203167149419,0.0864205516593963,49
3.17168577081281,3.23628438966352,2.85779226391005,-3.77027079103717,3.69912090377523,-2.80700709316956,0.172954937621349,0.22722773400361,0.480521044555036,0.052499665331897,50
3.17764537947061,3.23282627864867,2.86958737928266,-3.78754850513637,3.71816054392945,-2.7608733993244,0.198371771261186,0.25014955971886,0.494717221893614,0.0871935850034543,51
3.15922466270705,3.21721838250499,2.87126664260053,-3.77793088938902,3.7054659386814,-2.78403790674908,0.203330163435194,0.269771339455313,0.466592008240806,0.0379682633835176,52
3.16442128383097,3.22993652322745,2.86038064832068,-3.78068598371776,3.71101717570929,-2.77071285639682,0.189826179714982,0.24490314450008,0.494804675121026,0.0463493091634134,53
3.12756189883752,3.23354893528175,2.87906720625918,-3.78537750653055,3.71579172205773,-2.78538271908929,0.17956482832839,0.234253326459053,0.469725878797164,0.0725438539013837,54
3.15265394048819,3.23626805774809,2.87845903861475,-3.77875006643913,3.70953518692679,-2.78915421509271,0.191040991446372,0.253307178585606,0.488870285474755,0.0377893811105377,55
3.14976537206676,3.26113135068315,2.88984896028008,-3.80212206435852,3.73913831500325,-2.73908956077912,0.210605900417614,0.257633052054831,0.535594965273659,0.139995095219175,56
3.13486673371783,3.19754325273822,2.82216028040947,-3.78146315478073,3.70809820678466,-2.7507189513937,0.183269604669842,0.247846273982244,0.467014610087793,0.103473352452644,57
3.11695800368438,3.20995903186334,2.87526425630447,-3.77581411538434,3.70499111982615,-2.79076928397199,0.185998719928276,0.230486278329199,0.502252701214958,0.0665151117626634,58
3.1339807670849,3.25102094011729,2.86711092986764,-3.76539678759601,3.68760252404341,-2.79824500539244,0.177560571100452,0.230149153864023,0.441888792545389,0.116810137422177,59
3.16491935022186,3.22275645063423,2.87831291772839,-3.74372805529068,3.66511104960315,-2.86767799556808,0.195880339063963,0.241284603630794,0.577967309590838,0.19809149932054,60
3.14802646493538,3.21084462629441,2.85899727777557,-3.78496389117261,3.71687691704006,-2.76842395734023,0.202678395098445,0.267646131453623,0.484603099866159,0.0686317606656292,61
3.12292026530906,3.2652857610253,2.88302102680067,-3.77387769865069,3.70377227861196,-2.80546764410279,0.186168576155039,0.245859281075447,0.500813292270333,0.0666080812629991,62
3.14220676967601,3.25520439660987,2.86427397359077,-3.77357415374639,3.69909058623525,-2.80394589412619,0.200202997162551,0.252782146720382,0.559496675550851,0.0653700415757134,63
3.17902524207751,3.26051138743828,2.84770963580169,-3.76855791481048,3.69395858333231,-2.81902830331668,0.181787882941859,0.240145411602765,0.507946251528413,0.0753853191310607,64
3.12008010548418,3.24564118003801,2.86287313323845,-3.76831068536359,3.69238164591387,-2.80275867808689,0.216067795885181,0.271751320807393,0.523999912993722,0.0369909657443943,65
3.12992722653752,3.22501266092542,2.81079112816237,-3.77756364234759,3.7059499719103,-2.75613749201241,0.200098640518736,0.264893086791079,0.497667370407346,0.0856043160165288,66
3.15189635658731,3.2846364195228,2.90984624092656,-3.7704133384546,3.6969045091704,-2.82581328722173,0.178507397969856,0.233477180203015,0.489417156256501,0.109993324849654,67
3.11380236724544,3.24756327385775,2.83496175104664,-3.81016693580016,3.74807817160457,-2.71518275461901,0.192409805412165,0.241671537510807,0.501612196880026,0.19179020952718,68
3.17179017001277,3.23400135123098,2.86235956938426,-3.76375083320203,3.68273905917765,-2.79743736841765,0.182530554153197,0.230620433669274,0.466356535537099,0.0642112473616861,69
3.1587795330985,3.25410152908987,2.87899609774776,-3.77011645199471,3.69718921913845,-2.81413920837981,0.185585388124632,0.249617665616628,0.513478257835397,0.120601263288298,70
3.15111223166275,3.22583778360518,2.86464943813054,-3.79704517361915,3.72948710203605,-2.75280194031487,0.193850641946713,0.25622485251189703,0.488820487538752,0.0979410192295028,71
3.16830490518598,3.21690611730074,2.84931560058554,-3.78543822164008,3.71822171736908,-2.76292995425738,0.17940587276462,0.230354879431702,0.490674801492479,0.0645788829624598,72
3.15386909358288,3.21563904614971,2.87195973950021,-3.75710578172563,3.67801064285369,-2.80988235799319,0.178333670124537,0.239755207502308,0.502637417595525,0.164297986377756,73
3.17125954500169,3.22301327378935,2.86956196376991,-3.77906299140452,3.70808005316425,-2.79035700338028,0.180122379964118,0.239264750799005,0.455026720309407,0.0998171166653025,74
3.13612868486369,3.20389942920865,2.85025773355336,-3.76595608503217,3.69363911239072,-2.79557780268626,0.206515275348763,0.267358756621059,0.555923736307373,0.127828684447124,75
3.15502801559888,3.22064811665936,2.84147363951971,-3.77225149418095,3.70123006745565,-2.77872538193719,0.196696652287096,0.253822145225191,0.503805172239035,0.0533667490426526,76
3.14867713262668,3.23547655655428,2.85683079513413,-3.77553822375818,3.70406115134283,-2.76872873882888,0.167837112327835,0.22474940054187,0.444638960562168,0.0919373181620771,77
3.1687262439649,3.19061010894263,2.84263022571186,-3.78150590293022,3.70963097150609,-2.76552123510897,0.178364327493798,0.233338364887749,0.475829522288215,0.0541841371953638,78
3.15095763508162,3.2190314200726,2.8702245185344,-3.78158378584509,3.71238785314882,-2.78628644671704,0.190923286137999,0.243003161804848,0.48263542526734,0.0391999095303507,79
3.15518248922235,3.22932694356112,2.86753952191206,-3.76724499013998,3.69704555584984,-2.82653214707155,0.192221365863949,0.245688240120995,0.530598642589448,0.0667704587646863,80
3.16227104613166,3.23589161423866,2.84301432364935,-3.79389140942961,3.72359825979557,-2.75452123500834,0.187162448839021,0.239864182843005,0.469155874336446,0.132354565260816,81
3.09853552140503,3.21926851976926,2.82694158492733,-3.79268100088235,3.71963073892734,-2.72559825678218,0.202389936743802,0.25956913353325,0.537168505885509,0.0790744231625369,82
3.1652657750046,3.20591417548791,2.86288903268906,-3.7928951997367,3.73227586271429,-2.77908941028191,0.194718439610958,0.247117368623092,0.502645645492051,0.132601660690351,83
3.16874947472024,3.23976184111153,2.84479017615878,-3.77708318156228,3.70417174571259,-2.7778216374706,0.181681267724138,0.236032875916044,0.442547767045627,0.0139789792621357,84
3.14530660060942,3.19805228036473,2.86456907669407,-3.76937079411679,3.69955254959449,-2.79613871493437,0.189493505511661,0.243765202120572,0.543462786916269,0.103682525835469,85
3.17301740878973,3.21376233580723,2.83421394862122,-3.78144531532327,3.71015205435459,-2.77261977992836,0.176879268762093,0.240566531097569,0.512932065993902,0.0882380910196768,86
3.13757620965251,3.21261643728922,2.87363138027222,-3.7780304556958,3.70613445334124,-2.76586983745373,0.200408129430462,0.257351125457117,0.46466638771882,0.0626183509463075,87
3.13270249320775,3.24576791005074,2.85947951058984,-3.79119416156507,3.72419545244482,-2.75689754462417,0.190870159870198,0.237239499104359,0.511084230801599,0.0757355472151557,88
3.14440920082323,3.23928321800715,2.84881420868347,-3.77120568607157,3.70284617012532,-2.80725862062207,0.18072877295109,0.238548843574739,0.473227536425959,0.0979801242981846,89
3.13712478598526,3.20908753210117,2.86044604484343,-3.76375964368701,3.68499015946737,-2.79612800372938,0.166534122201285,0.22317190900813,0.459932209743594,0.0956116559071271,90
3.1460036209242,3.23861602062088,2.85882463536536,-3.78067250101929,3.70743924443113,-2.77872519366289,0.169631745180034,0.21885551625745,0.435385670219591,0.0411748307305769,91
3.15466379734286,3.21569645721066,2.87811995058081,-3.7935313222928,3.7290467140666,-2.7686342813263,0.197024459874938,0.248274110651773,0.519714990072813,0.0980080007282742,92
3.15583185589729,3.25811061954462,2.84824384508626,-3.77309801969867,3.70118093669668,-2.80873678896265,0.194735054918211,0.248584549706353,0.443278169939403,0.039316991899319,93
3.14026246970846,3.2028355613409,2.87883872516694,-3.76426522602914,3.68539738326286,-2.78047426609775,0.174819468845497,0.23242666417194,0.441058781832506,0.0947746503868448,94
3.14451196532885,3.22707823444039,2.87677411157637,-3.77896070892971,3.71035081627322,-2.77742281749113,0.205753210786377,0.258820655296563,0.472765042144496,0.0348845538808076,95
3.13146756491932,3.25740441968446,2.87543385094625,-3.77087564485058,3.70041222823786,-2.7883043411744,0.217132407198817,0.257078114093125,0.604219462886683,0.0415935847208532,96
3.16802503939014,3.19899760240448,2.87320268014608,-3.77580978207478,3.70319063830162,-2.78187939371736,0.171884361781611,0.224791404427412,0.474976522128381,0.0473124281450748,97
3.14235947167265,3.24937148670976,2.87982259166637,-3.78865434777135,3.72076270702777,-2.79083204020092,0.20375413432414,0.259681368641278,0.474770924200496,0.124553146804005,98
3.13761411071827,3.19252906703065,2.83255824844096,-3.79991352522175,3.73193175669535,-2.73325896329066,0.187450379401557,0.241477795774843,0.489186755549228,0.118442215567418,99
3.15736298696978,3.22596356608071,2.86712961880862,-3.78034795512285,3.70642911813516,-2.77225374132076,0.203638179153387,0.265038170045919,0.558046820334331,0.0366553443913215,100
3.13813556215857,3.218256871569,2.84971384485581,-3.77340052273661,3.69911470596158,-2.77848736640215,0.178993103054486,0.238513259550515,0.550418502201917,0.0746190342320381,101
3.14629842425553,3.23883684711717,2.87763387572201,-3.76715956081009,3.69322575730214,-2.80225572521402,0.175303894362667,0.230358641206336,0.447062930615618,0.0404947761457102,102
3.14377073609423,3.23154386845243,2.83988401928687,-3.77033431582509,3.69651900069796,-2.79146650025027,0.173096784343937,0.241508396685407,0.471120307347491,0.0651592971785425,103
3.16401256248941,3.21190740727472,2.85840377089128,-3.80416306942688,3.73803184099738,-2.74776533951806,0.190169832150264,0.241832354255262,0.486977054587572,0.0948185973541593,104
3.08773261563382,3.20597821256668,2.85795387567416,-3.76834223872151,3.69103462986623,-2.77195941995374,0.191608947520185,0.249794575037845,0.539905880664017,0.118149238189567,105
3.17354878515419,3.23617374819396,2.82604036687952,-3.7573355187394,3.68045335914094,-2.81331797012512,0.219269667736287,0.268453854386717,0.620696577592328,0.125006209187259,106
3.14848855718283,3.19071523367536,2.83911312103451,-3.7987740870447,3.73316485286049,-2.73631082315922,0.181082378888437,0.229639052132188,0.459728568939015,0.146713370141757,107
3.16839182610473,3.23553521848759,2.84765288462353,-3.79236235684078,3.72533207061403,-2.75134108610997,0.181894489416774,0.238953127478572,0.446818503422591,0.086216474060844,108
3.1154498001917,3.21851388834597,2.86066010111716,-3.77112963200583,3.69566293852654,-2.77495963200791,0.178265575663294,0.228780381320736,0.477123872394196,0.126118884826094,109
3.14302972692847,3.25155920945196,2.82632723160673,-3.78861944474869,3.71482140773475,-2.73756312505881,0.199218432231596,0.259414926422145,0.484977515930655,0.124744513982876,110
3.14667499760751,3.23582063317582,2.84476633074327,-3.78441744444861,3.71481727512828,-2.77743558461796,0.188266396022292,0.239839426741425,0.548799425945099,0.0471138007942791,111
3.14379334947855,3.21376202513846,2.87314410426279,-3.77275550566369,3.70042704835102,-2.79139406351438,0.184365057732066,0.230999636282111,0.507455114577466,0.083843242954559,112
3.1574173944107,3.24140877717428,2.87460097991117,-3.78090849074199,3.70863822981701,-2.79275794366314,0.186434242917684,0.247322737193487,0.498960392748647,0.0363523875866678,113
3.13944516384674,3.24789014896407,2.8697894000927,-3.7789375869631,3.70748567348848,-2.81496567717651,0.199870252285661,0.261229176526743,0.492540509385779,0.067695390492529,114
3.15532131077451,3.24069734318294,2.8705952782293,-3.76717932803057,3.69138173317779,-2.81104555752635,0.211717005233258,0.265268659565121,0.560537412505861,0.108043971934011,115
3.14760161232788,3.23577031548608,2.87430504374012,-3.77085036346112,3.70096039684983,-2.81542963207878,0.202889390600355,0.247139707342661,0.531496029216877,0.0552617710328148,116
3.16141993784574,3.27230767346554,2.85506189202065,-3.77786125906382,3.7089052900603,-2.80729650563943,0.189532245832753,0.255890793032687,0.544581972937112,0.0591605386574944,117
3.13473532427878,3.23210045566368,2.85851145688512,-3.76153096002472,3.68991050932132,-2.82044762890041,0.179546270963665,0.233006232856742,0.489863784519699,0.108374287089047,118
3.12966521206559,3.18817156625511,2.85190867798443,-3.79432416947182,3.72764907823759,-2.72841393166715,0.191288764424909,0.25120847593815,0.46459783423335,0.125248075417744,119
3.14678670329951,3.21309103644961,2.87680574026657,-3.77262580761607,3.70113824729858,-2.7973640356872,0.177038696029151,0.229100444744587,0.467010016958482,0.137540059240449,120
3.17547826028384,3.2350076595032,2.89248575409901,-3.76977648602277,3.69133523436914,-2.80890941263403,0.187626840480357,0.248034347368334,0.443468491492321,0.082429084934379,121
3.14016780458867,3.21122282848771,2.8490264978381,-3.77366771571351,3.69991661388406,-2.77191082091436,0.183216213606275,0.241119180876735,0.484381294962857,0.0409276753595589,122
3.13388203806219,3.25652745737217,2.84297951297856,-3.76958425501663,3.69616608491574,-2.78471186161017,0.189927721568048,0.251595506943374,0.493081294748306,0.0881855844420861,123
3.12037561544068,3.22953178076361,2.81395635177759,-3.78798647462161,3.71697453710785,-2.75133688531989,0.178653920394127,0.229586589516624,0.442629617350528,0.0362066297829586,124
3.10870626796002,3.20477887237348,2.85622058345915,-3.79297409482585,3.72004392654869,-2.73300018754072,0.189397635964258,0.246246551149265,0.491638874446353,0.155331771742667,125
3.14087374698685,3.21617401424305,2.84914706001157,-3.77273106043564,3.6966006306114,-2.79113189530396,0.204088058689337,0.264810513223034,0.528782955002131,0.0729257081811664,126
3.17028622623882,3.25814426867629,2.86748728751215,-3.75410358514098,3.68204047499755,-2.84588650329638,0.178516831117695,0.229948415853414,0.491919203403641,0.168140300313617,127
3.17588190718104,3.25983883324179,2.86268245421373,-3.76908138441858,3.69830452755137,-2.82891391846421,0.193677301395518,0.246137362860191,0.488355036204827,0.0784878132547025,128
3.16990452539743,3.26713273180576,2.88588894700476,-3.76999029648412,3.69921118821139,-2.84042873479237,0.206629774278833,0.26216552825153,0.594957509701458,0.104293662563865,129
3.16275831678633,3.23095638626139,2.87229331155653,-3.78034824259513,3.71186910443423,-2.7766209537038,0.183667696189004,0.233408392311126,0.487109773765442,0.0756345722652759,130
3.16413701769614,3.22830783275771,2.8503497224882,-3.78354819535245,3.71374457248729,-2.78047327448457,0.176873073039786,0.233904801521712,0.45074076813619,0.0614663195677722,131
3.11048007278601,3.16620397184017,2.83780148798619,-3.79138225320768,3.72156784614056,-2.71238990802853,0.181105636013882,0.232166240485206,0.475799041080731,0.224296644575936,132
3.16993617805925,3.26060665270626,2.89008869048863,-3.79460615593508,3.73300067411118,-2.77779347796824,0.190946158426323,0.248034820510091,0.510919513480173,0.135631445248549,133
3.1337229872199,3.23443577421087,2.87321800122669,-3.78703309573798,3.71543596229544,-2.7491997870681,0.199570525753207,0.245190315306112,0.501906640790113,0.127831298743107,134
3.1501934733435,3.19179014124224,2.84981807651897,-3.77944428317338,3.7055200977637,-2.75829457227218,0.183739428639262,0.238873611888718,0.476541350859444,0.0868670098266206,135
3.15118098654318,3.23175017928629,2.84783773440575,-3.76440375975649,3.68473742409207,-2.78252119730943,0.195622164052821,0.255239672679017,0.522011776678721,0.111921508805175,136
3.19224247059533,3.2345563357648,2.84405940332035,-3.7939750110645,3.72828690233727,-2.76491113858081,0.179610585122885,0.238594389081877,0.463985680494216,0.104956444799303,137
3.1441618549128,3.22171726880901,2.84937937866564,-3.78769815839428,3.72116164354366,-2.75786345732866,0.194936820173297,0.247962242156483,0.492139964341164,0.0494301054571744,138
3.18402610318213,3.24903382173558,2.84224493486065,-3.7890734476282,3.7209418599249098,-2.77241510854305,0.219792050889931,0.282251308339157,0.535414444279396,0.0618574838893629,139
3.11650870075018,3.20668145854336,2.84204972065363,-3.7656621824282,3.68691040506452,-2.78924170726707,0.19476377018804,0.261560338926132,0.494930144913799,0.0941114572262355,140
3.15332815716961,3.2377580308486,2.87306016570365,-3.76931117381393,3.69438129649646,-2.80980301179315,0.177187754049824,0.240596370108014,0.457205737098531,0.0679545550568693,141
3.15104740619447,3.25618557973719,2.84936291305383,-3.78201378188551,3.71476718810795,-2.77485011752294,0.176872310116765,0.233218088890221,0.451129774396892,0.0557626115928477,142
3.14745464499763,3.20627661461216,2.83395480189615,-3.78482975565567,3.71606406110052,-2.77328524981692,0.196311757737887,0.264630564476895,0.516118017572725,0.0344779167305924,143
3.13737321349553,3.20800646785344,2.86593721935444,-3.78861619671973,3.72087350715716,-2.76974383548462,0.193427938372974,0.255683187325154,0.531453637290049,0.0921628732081281,144
3.15578673708152,3.23820408709861,2.86190679283871,-3.75163651025866,3.6803214762486,-2.83778720226996,0.189128580291646,0.246271361432824,0.520249179904155,0.144504821011132,145
3.20092319521439,3.25136332385157,2.88676611199246,-3.78716931116748,3.72464877974262,-2.77359247549355,0.197427161251925,0.239606727459872,0.494136592976634,0.0421161975279276,146
3.1518110714644,3.23326136764398,2.86637550189992,-3.77971881683246,3.70808693602328,-2.79465760698917,0.211121791875957,0.262016918820111,0.573948035776368,0.0516173581689127,147
3.14383197718398,3.19600351714027,2.85806260248717,-3.79306764119138,3.72584967630532,-2.75248279470249,0.187365261393027,0.244431330142323,0.471473651426293,0.0462330279846262,148
3.11773312695992,3.22307983907263,2.85893053014876,-3.78752056859708,3.72260181199956,-2.77815561867926,0.194043443655897,0.263807419917087,0.466267093694836,0.0953673217226326,149
3.15584865234947,3.2195045854389,2.84571228793039,-3.7706660751391,3.69851395988687,-2.80557416062165,0.190566462817622,0.241868378010466,0.50540237634121,0.0880082750805026,150
3.16344507134111,3.26123503339688,2.86423270687808,-3.76634609826494,3.69721346589511,-2.83463177203033,0.193297971578904,0.247277593434252,0.451988328133531,0.146920856946958,151
3.15145788814937,3.21399469916245,2.85718348584632,-3.80042851451072,3.73922848560359,-2.74809978244017,0.202207368923805,0.248604331698829,0.526696197640017,0.125533202546941,152
3.13254152410114,3.2383327511892,2.86916663103478,-3.79797331295812,3.72893107052172,-2.73375431475079,0.207492294870732,0.279897573243915,0.505191002037934,0.0734980658293646,153
3.11446320184358,3.18622850991265,2.85763502683068,-3.75826913767022,3.6759783631208,-2.78456599150173,0.18583762119511,0.254454263247789,0.478192686937656,0.194669337172246,154
3.1364288051196,3.24050440494071,2.86647268039284,-3.80001187680757,3.73515136862162,-2.74073469134113,0.197060957321739,0.252381162655209,0.482004379297658,0.0881061205427339,155
3.14462599088962,3.22058311286827,2.84430899612415,-3.78250110850121,3.70869992189056,-2.7610467522795,0.199438886195802,0.263706193818526,0.540814041925286,0.0641504944847264,156
3.15378221057616,3.25673564708298,2.84221018296874,-3.78998129347671,3.71717352846305,-2.75750439265856,0.192024993930739,0.239562758361523,0.496897405814638,0.0729868661204584,157
3.20047862406636,3.22882031831823,2.88593497639832,-3.78017342869367,3.70711682395163,-2.77650949707482,0.192062227930143,0.250847467692822,0.495386307417802,0.0943676998529701,158
3.14548468044832,3.20229035354395,2.87388577455959,-3.75795746314412,3.68743254998327,-2.80827030101892,0.185335085462029,0.244923390986437,0.461726639539189,0.135682445753704,159
3.18105979637925,3.23983803029114,2.84469051185781,-3.76664733846166,3.69413910929601,-2.81329910605738,0.188785002884034,0.245938440791549,0.497331747374201,0.112541500905598,160
3.1343137287712,3.2248388030102,2.83919316616614,-3.79099025529439,3.7232909808123,-2.73547633654311,0.205065687877094,0.267298724044736,0.517455206878675,0.13761675543538,161
3.18017034242276,3.2358356478586,2.85803563495837,-3.76640429712306,3.69347800178895,-2.80989201317308,0.184238332290418,0.241398344157829,0.488788491633906,0.0854352682891125,162
3.17190274879253,3.25812585770769,2.92884368425246,-3.78411309035172,3.71582863596215,-2.80646474349341,0.187666012961076,0.24369097143427,0.534491752409876,0.130316564655857,163
3.16531997736737,3.24782930975183,2.88194690557909,-3.77551102000528,3.70559269170508,-2.79260931245928,0.1899391075171,0.233212909837016,0.497357754097824,0.0882402275742706,164
