sim,Rate,Rate_1,Rate_2,density,recip,sameXTransTrip,se_density,se_recip,se_sameXTransTrip,maxConv
95,2.44195822162374,2.43954211832134,2.20306460795881,-4.90757576971024,4.87851940162869,1.30646534629839,0.182377652000108,0.245072228846641,0.706924474213303,0.111163520921016
96,2.44354080144832,2.46970595467897,2.19804873111139,-4.91691375618756,4.89296127373404,1.33676720760565,0.16935015942663,0.224184285754153,0.65146552432796,0.0549882255896482
97,2.44442880702886,2.44823252004525,2.23445149718302,-4.93301114769241,4.90888198192472,1.33960957226717,0.183069682170116,0.250744122345551,0.715668418082589,0.0680589669589346
98,2.45079130619495,2.45376069296203,2.20910342333075,-4.91223124247039,4.88342344922708,1.30849708248463,0.201050618143528,0.262672562655227,0.668396398839034,0.0709406456721144
99,2.47889430815205,2.46751961778053,2.20631112604625,-4.91114393380848,4.88224260351496,1.32223106365237,0.179481092488661,0.230904153546848,0.708181565118311,0.0612901120719734
100,2.43753750552983,2.44786607616357,2.22593386592737,-4.91709429920673,4.89404902925336,1.28907245515658,0.179820850616627,0.253549324323185,0.691415781149596,0.112226230447583
101,2.43955608346824,2.45397277551574,2.20265925224838,-4.90080279963684,4.86604322807361,1.33422846073815,0.184222876075363,0.23913134054729,0.699729375111962,0.0381463368684803
102,2.45491694446055,2.46230414447972,2.19421363431124,-4.9146254592548,4.88033372285991,1.32909164582544,0.173240630981803,0.235662364090132,0.741851795170154,0.0559224466479341
103,2.41844066987605,2.45533795787907,2.21317603822202,-4.91042936549451,4.87816165209311,1.30067550665653,0.174438579107437,0.235371342894261,0.700785449487527,0.0745462141289898
104,2.44683014868804,2.45415045438604,2.20828549903446,-4.91305001041958,4.8905984583975,1.32101362108367,0.167851616018159,0.222290880690158,0.671323603869531,0.0655376881755782
105,2.45177831922144,2.467991955837,2.19722839328131,-4.92429666195639,4.900095716739,1.27487329408858,0.179535373765927,0.239093717465819,0.749307078822484,0.15752872377538
106,2.43867426615697,2.46722747594367,2.2102636829973,-4.91333822280031,4.88380536945169,1.29089068047051,0.173265299327803,0.234756202901508,0.678465934294657,0.0860377981634204
107,2.45919923206213,2.45872707032003,2.20888327215341,-4.91216559091612,4.87694595430894,1.37034020965095,0.189822973061669,0.250088330120082,0.652345887095505,0.0918709322843566
108,2.46824305987925,2.48351767617654,2.19586368442685,-4.91162976304317,4.88186245800346,1.31062936453849,0.174877106078094,0.234358556781811,0.65203985429545,0.053270371125602
109,2.44544837451261,2.45978209821889,2.19933262987864,-4.9108494932038,4.8806374237313,1.33386683430209,0.172939542318075,0.22716776903665,0.661689428244767,0.0706813426703587
110,2.4290069715215,2.42974852496677,2.19108968014855,-4.89386533575616,4.86076261800773,1.32084477805605,0.188139234743178,0.24802131777435,0.732803806239807,0.159838741165895
111,2.46700177695115,2.46613710533005,2.23288833380454,-4.92842648897224,4.90767473518705,1.35485231351729,0.180068236447239,0.255198191081504,0.673801571872446,0.147176936418323
112,2.45035837683523,2.46449421440507,2.21566558000467,-4.90201694694893,4.86787038201718,1.33313224968889,0.175052052180541,0.237321827089448,0.690834280484921,0.0185094884347183
113,2.44026307513151,2.45605552029565,2.21137799116118,-4.91471552356514,4.88191213007012,1.30709710547664,0.182498777750613,0.249311802505742,0.739275420219163,0.0897940170366496
114,2.46301389004504,2.46879336837372,2.21534288943342,-4.92626522590774,4.89995620772025,1.31139467582922,0.182385707725988,0.239674563603945,0.723037847448346,0.149470669314872
115,2.4591124329825,2.47315744173377,2.1931210939157,-4.92261809427728,4.89413519050812,1.37462187651508,0.176184871357542,0.236131696805266,0.658854692818567,0.11112029496253
116,2.45897912646031,2.47511700356973,2.21596593870787,-4.92207940956275,4.90218632439859,1.34337962159399,0.183182224671076,0.240944468115223,0.675005987596567,0.101316421287069
117,2.44097224532712,2.45274440119551,2.19542523375839,-4.9082941340945,4.87712010936964,1.3321471812496,0.173466835342128,0.231359500971413,0.66937825267626,0.068899185988619
118,2.44285061154225,2.45703122464313,2.21371502855016,-4.9004121653482,4.85674444192558,1.36193061620209,0.184603124492739,0.232762516010181,0.669025171842063,0.109532789839185
119,2.44507461317425,2.43718336701568,2.17989905377077,-4.90897734969722,4.87802970432046,1.32400280017231,0.166384071277418,0.234581735344558,0.642228392566296,0.0718209987693854
120,2.43395009680295,2.46230462772557,2.20454034934062,-4.91126793973083,4.88557469475903,1.32167994385506,0.185659361916125,0.251474923623005,0.685578630938694,0.0483554692554131
121,2.42163476871432,2.46047887250693,2.1894436631677,-4.89729973294177,4.86634489423315,1.34043472881903,0.182208477501559,0.252363746632631,0.630194387818697,0.133760187165955
122,2.44629315349259,2.45697539488551,2.20332533129434,-4.91625305660265,4.88892900985572,1.29555485321828,0.176682252965274,0.243135914517818,0.68334260465533,0.03803704878264
123,2.43959387211851,2.47442833826032,2.22325731925588,-4.90232413422652,4.86747576893022,1.3356785385587,0.182361480332705,0.23635566095132,0.678486821486201,0.0624114539490638
124,2.42839082404771,2.46957850837736,2.20509933195631,-4.90879877967036,4.87893843070528,1.34765466148982,0.166549022889168,0.230008005561897,0.693815658320715,0.0735631975877986
125,2.42916599149506,2.4462816158755,2.21553823806206,-4.90944555285678,4.87659565775042,1.36647775414031,0.188485839396891,0.246240190931527,0.670690417417993,0.0627116250413042
126,2.45634428431975,2.46340810255184,2.20500990362434,-4.92203494205103,4.89184306876118,1.30569919070965,0.183279772669589,0.240188669647047,0.808653733952381,0.142097069427268
127,2.43527204888859,2.45149742425215,2.20086600951598,-4.89907074992226,4.86237958379727,1.33678972831415,0.188870376009715,0.244947379240708,0.668502428508818,0.0714893684855013
128,2.43209133755538,2.43138980585796,2.19799796111365,-4.89640331492361,4.85627126854655,1.32289643700695,0.179162230644286,0.234108626425691,0.638108694737656,0.121914729787886
129,2.44947896614674,2.47043533036578,2.21375298169578,-4.91242909949171,4.879505727837,1.30560131030841,0.176695665419144,0.24000063434093,0.669966843051012,0.0631309295201982
130,2.43918127057724,2.44604514828991,2.18357921950001,-4.91241408254442,4.88173876661335,1.29393450216948,0.179341058105867,0.231085863954468,0.701199083827946,0.0824336356023134
131,2.43380121764339,2.47222694998718,2.20728870018271,-4.9029248272127,4.86974134716521,1.30737395391896,0.193826358575311,0.259224552417234,0.791511352866878,0.0982536273671681
132,2.43255806464597,2.46593105256766,2.1930734176339,-4.90252086757408,4.86429339907131,1.34215554684759,0.184149422437836,0.250806598721886,0.658267528325957,0.0922072945471044
133,2.46828223819147,2.46191408030699,2.21354657319359,-4.9237338233423404,4.89273425964811,1.35327199481136,0.17783541668692,0.244215834514404,0.733646022145343,0.0838910039429104
134,2.43560230471247,2.47677284815312,2.2291686097349,-4.927797137476,4.88145013800373,1.36461179702535,0.175756695044515,0.235673412119723,0.670555388149393,0.192411396313219
135,2.46891570170971,2.46167607366135,2.20194720708711,-4.92034972599814,4.89374710564801,1.33192763318595,0.182873670501901,0.237793342280168,0.667683554588155,0.063561948180755
136,2.42270965091696,2.44330356789408,2.2070018162775,-4.8908294728364,4.84791812007144,1.32037760414965,0.176325051840271,0.244642553655939,0.71571687652956,0.187478552808525
137,2.44725544740096,2.47990707738774,2.19944008612762,-4.92825408249891,4.90642997056782,1.36652583475023,0.173289792818845,0.232771075557505,0.664738050519454,0.0912794050055308
138,2.45986330029261,2.44460490590013,2.19621391967014,-4.90798019493054,4.88190760711163,1.32839587808355,0.169271289318203,0.236428880312772,0.703203184341104,0.0902878338824831
139,2.44975774631407,2.45379603246503,2.20380067786033,-4.90519566284458,4.87411702107875,1.35702487166692,0.183769377777392,0.252327165884601,0.685597788166868,0.0723504458869592
140,2.44793045607057,2.4869126122331,2.21287515981185,-4.91601297787102,4.8837945232609,1.34096172362751,0.194824866472911,0.255409814413213,0.675846295492098,0.0649843365339284
141,2.45228422673232,2.45220570264433,2.21408855167222,-4.91912962065421,4.88467756394189,1.3565016581238,0.185402859673843,0.241764856005941,0.740254022127098,0.0285542802882466
142,2.42627837339803,2.4445397911024,2.20224110089208,-4.89765609561537,4.85418010378343,1.30009242220578,0.183691616184997,0.249309713429591,0.707766303005484,0.13904432898208
143,2.45069335402622,2.46253821958735,2.20561640755693,-4.91037903874696,4.8818014882719,1.32744304399357,0.165788493513596,0.24261110750096,0.66172827776197,0.0615793558087814
144,2.44842137691374,2.46924573744948,2.20090002939742,-4.91297546691349,4.88426685263208,1.31575148645048,0.18898264728581,0.253359488273408,0.705493643260186,0.0316048753850655
145,2.42561216076939,2.46645266533522,2.2019677821283,-4.92065399938396,4.89134254146512,1.34228748440783,0.183414171613111,0.246821853786058,0.706452872885396,0.079929472228642
146,2.44764169107779,2.4730772755462,2.19206365978345,-4.92012568995843,4.89621097817883,1.37032495257176,0.177202058254365,0.229859617308304,0.682573635274993,0.0881506577394942
147,2.43954059437919,2.47578953716398,2.19868597789783,-4.90167530029378,4.86506172533917,1.30562429764341,0.196407523699996,0.251778250711364,0.751090296735407,0.10174031106475
148,2.43458669068878,2.44988665005924,2.21623666044632,-4.90004981767577,4.8713640191555,1.29281131055855,0.178120859302234,0.229159602077687,0.672639722259399,0.0842105023407278
149,2.44059530497535,2.47434981686209,2.21262318792579,-4.90323674236817,4.87182162897318,1.30885444116312,0.174482336945663,0.241263398455319,0.691736532716259,0.0485387281815351
150,2.47030271448375,2.47345690948812,2.19784086918105,-4.92715759531727,4.90282519479711,1.34395921957626,0.177097166763026,0.234288449180142,0.702006089132809,0.107237898182614
151,2.44970198580279,2.48744230985216,2.23119095900472,-4.92887501121339,4.89898810681103,1.30888859049052,0.19036535304095,0.26665108269708,0.667621311448997,0.0678695855121251
152,2.44585807574851,2.45579362556944,2.20409849353647,-4.90282667105778,4.86916135078221,1.35981911039623,0.170329982016397,0.231088229137622,0.662622908414477,0.0594348969261141
153,2.43838119714048,2.45378690500564,2.20783586701917,-4.90386654153427,4.86416287608774,1.29553951447564,0.187751304804606,0.253359865090354,0.715717193770445,0.114372323318216
154,2.44289709179193,2.46929051020551,2.2144608739329,-4.90304792008454,4.87002379780856,1.30978070793483,0.177943559412403,0.239603158979252,0.65952880266768,0.0975907215171383
155,2.43416465058588,2.47094498412993,2.19355043569276,-4.91429539004083,4.88656056387986,1.32679611235606,0.173286588750835,0.229227279948764,0.696099552593322,0.0189146994425732
156,2.45614253068653,2.45310320228176,2.22597442411378,-4.92580358583425,4.89934792555821,1.31201737346065,0.173766618965966,0.237889400398903,0.688161718557713,0.141835149663183
157,2.41900949035142,2.449182665967,2.21153650613003,-4.90511737982386,4.87528091826946,1.31257318612496,0.169842143363304,0.227325855409427,0.718921095847704,0.0377122473690324
158,2.42749986422154,2.44444045058381,2.20566412679243,-4.90626134245701,4.87110149936508,1.36975604260157,0.166970183637128,0.224050612614982,0.680346809132012,0.0614749917166072
159,2.46538358481546,2.48669952776528,2.21089435147861,-4.94716644399232,4.92689436230885,1.31004005239795,0.173177428378085,0.241531387080142,0.705315746993757,0.22548999990231
160,2.44575608741629,2.4353708362213,2.20427634270681,-4.90450387499505,4.87058929120703,1.29844379167691,0.180949905368197,0.242118132461099,0.68613665170666,0.0166016682400616
161,2.4331052569652,2.47374129339326,2.21318378565234,-4.91065015688081,4.87610327833956,1.29126149866612,0.181867855675086,0.258167179562495,0.691872173016563,0.0899066551883538
162,2.43658831447854,2.45809595666358,2.19342784023668,-4.91394535038395,4.88632470630539,1.36336615312736,0.180062160640559,0.237984905679613,0.657095944063638,0.0802381499147251
163,2.43544651943427,2.47706794357635,2.21857464365052,-4.91978572116834,4.89471601969255,1.32506045319062,0.189699426133668,0.252050518663001,0.713632882076298,0.0507135112645604
164,2.43432493179444,2.46872630562938,2.22889070748429,-4.9098920384181,4.87600118169175,1.37380810604354,0.186135412395842,0.244650107037789,0.673778076481748,0.0469740752828525
165,2.43890192342346,2.45798809710611,2.21044791521817,-4.92204818102303,4.89456966761546,1.34979408501164,0.176166443110146,0.245035730912828,0.702845942241135,0.0517343081896451
