sim,Rate,Rate_1,Rate_2,density,recip,jumpXTransTrip,se_density,se_recip,se_jumpXTransTrip,maxConv
73,2.42459989844208,2.46031983024039,2.20993665345844,-4.92600466959253,4.90705428230467,3.35944843281049,0.187691477824314,0.244005793672328,0.946460168684328,0.0709036814187483
74,2.4214755898857,2.45643129045276,2.23073401544178,-4.9100390165189,4.88401347330951,3.36543527266908,0.19204741086929,0.260845850736911,0.962333513242968,0.0601309675779462
75,2.44372310768789,2.47518758716316,2.22749225721991,-4.92234029945976,4.90400547004041,3.32992244097601,0.167762924302446,0.234509370818618,0.915373193059631,0.0465626812575641
76,2.46781712964706,2.45959929265301,2.21049792113366,-4.92875758167072,4.90942655694819,3.31674052194674,0.170216942562222,0.228519962512964,0.952120352180297,0.0683900899068791
77,2.43333343569839,2.45082821092246,2.21302333709115,-4.90245830539704,4.88277412859715,3.30777821407129,0.170882130983664,0.23415636958665,0.948481058112271,0.103274103417994
78,2.43135280795607,2.44619059421758,2.20127333429244,-4.91138390601956,4.89029962459718,3.37298930800615,0.17187136595404,0.233003807066447,0.877052633832818,0.0575409057307719
79,2.4396695132842,2.46438945236882,2.21370104306717,-4.90748524629702,4.88144374153945,3.33129527767914,0.190611360027677,0.247824727612492,0.933267963700383,0.0381478711599342
80,2.43056841499323,2.44711431512576,2.20337430896814,-4.90550733023591,4.87809348562083,3.35859886815593,0.200796955024533,0.271806784728448,0.909709757293941,0.0682915705584325
81,2.44087518612668,2.46447014584202,2.20144967586091,-4.91053861729223,4.88657376244365,3.38015630387104,0.184659321128858,0.252286384102893,0.926827063184895,0.0850619935989026
82,2.4464220618347,2.48416060631975,2.21354442442486,-4.92387840755201,4.9055315989336,3.33885549449514,0.177296028243117,0.24267952370439,0.942373981606275,0.0364542727685118
83,2.42101542134497,2.4607670665229,2.18766504672499,-4.91276112656428,4.89255115114319,3.34343761936918,0.19347670976117,0.254118134681658,0.964132907422793,0.0251665999122457
84,2.44401702665583,2.4566250647346,2.21133051423279,-4.91938006446498,4.896192657148,3.31280455951786,0.177393918153282,0.223255849526344,0.983677106097003,0.0760505678914428
85,2.43552557946951,2.45018127217238,2.20731475138489,-4.91538748964388,4.89553806721053,3.28642170972432,0.164805063648947,0.229300833544516,0.962452493430051,0.0741543191644389
86,2.44034216776465,2.46383691704652,2.21849792674534,-4.91369783769378,4.89561806915127,3.32284710835566,0.193315567667923,0.262012978721802,0.96963319698698,0.0270974986554099
87,2.42683576972488,2.46769744511279,2.23206164362093,-4.9280212364011,4.91580377604661,3.30264213464836,0.189422439542446,0.261321305006305,0.951499688687569,0.113011026724362
88,2.46066732863593,2.4830228410801,2.21689624903992,-4.93886425478681,4.93035033396892,3.30216897866733,0.176176110036589,0.238834412515461,0.916621366373187,0.136818891966568
89,2.44695233285456,2.46777569095955,2.22524357487758,-4.93364060667381,4.91679158793343,3.35152940915739,0.178420123553933,0.240079748991336,0.930017038211431,0.0991971588152857
90,2.42548291048679,2.4686267064372,2.19059045794067,-4.91735056963394,4.89808037481283,3.35132989526419,0.177022443461321,0.238288330220766,0.923528679598599,0.0418812403492711
91,2.45600822373417,2.4648448264126,2.19817196226326,-4.91960006232014,4.89954624324718,3.36031287577936,0.176302817772098,0.23694813597467,0.950849404561174,0.0487146966828306
92,2.43264473469986,2.45597541517724,2.21467753625322,-4.91296510713856,4.89394715515146,3.31544948814472,0.183419293579855,0.245581049159581,0.89288334106604506,0.0667076614216931
93,2.45426433687529,2.47025046995426,2.21703019953455,-4.92177001986845,4.90273345860916,3.41050996936098,0.192147127370376,0.254209262030684,0.850907922500856,0.0725519749821384
94,2.42762952412683,2.46031249428166,2.21917560520235,-4.92276460804981,4.9091164263315,3.32604941130821,0.188720094660444,0.253952523385204,0.896585969260232,0.0819765182957688
95,2.43830367066849,2.4650168255062,2.22307117613807,-4.92244754607005,4.90075612349096,3.29889145250163,0.165552185059454,0.218130031704279,0.963068304825102,0.109598248342544
96,2.43943978668222,2.43563368483226,2.19665357777794,-4.90983341675115,4.88674986500742,3.38134668831474,0.186894294734932,0.244920300659831,0.840046294247539,0.124233312521096
97,2.45068425631036,2.46780931193188,2.21706684855915,-4.92018930647995,4.89638602988054,3.3165632289885,0.1748688549268,0.23810554097599,0.922865279390789,0.138463732412114
98,2.4353816189326,2.48141196508619,2.20175001312475,-4.92543956901091,4.91046179665202,3.36357836664128,0.166597432232893,0.224497066149958,0.910108889507035,0.0426405427109508
99,2.44271242045677,2.44599685770531,2.21843832721516,-4.91998157934692,4.90513198837447,3.34100824198005,0.174242463065851,0.238763626305347,0.886301302410081,0.12148497247554
100,2.43006355256585,2.47094556402558,2.2138860271983,-4.90585377475615,4.87870986421795,3.36585270408471,0.184128763751814,0.240659967318483,0.914626094616093,0.0208240578338305
101,2.44091654002535,2.47546402377243,2.20382132137933,-4.9157320530809,4.89446470140805,3.35893695323481,0.168990813391611,0.229414441470171,0.882480928066531,0.0273101886760551
102,2.4220057379563,2.46479598736832,2.20043782952128,-4.90867336595196,4.88416269275838,3.38121138894949,0.179900819403433,0.247974452270505,0.892661215065292,0.10394572083374
103,2.43101051291226,2.45118350704865,2.20894844757826,-4.91308952829814,4.89344252166126,3.34044088968042,0.179908621794549,0.244456210390087,0.950132419689192,0.0794139488425369
104,2.4280168347207,2.48093841360133,2.21687483693493,-4.93686662073508,4.91732091345856,3.35231484317759,0.189617668937771,0.247499255140179,0.936495518185557,0.0795601387642441
105,2.43460990902217,2.4663839956103,2.21327027259952,-4.91941647507654,4.8979097836959,3.38795947553864,0.173458828113085,0.22903568751921,0.879404985246458,0.0647612643817141
106,2.45154890478005,2.45292197042747,2.22601511275475,-4.9210505082012,4.90501152339265,3.30830343161485,0.173370968446816,0.238016664455617,0.943405811803671,0.119533122158033
107,2.42104823106945,2.43513342171679,2.18839150874972,-4.90075134147741,4.88096654116963,3.32615281702658,0.172592193334556,0.243723887271598,0.890901778651624,0.169060962195142
108,2.42858641772381,2.46213570842598,2.18737413434329,-4.91062186067601,4.88437765624532,3.38409492818885,0.197177700318303,0.257954730441888,0.941362745915308,0.0644803377653047
109,2.44090023218984,2.46506217703684,2.19574091750606,-4.91189974718926,4.88615631167152,3.32076731272678,0.167766994573302,0.233801542658175,0.957313166117891,0.106072386379411
110,2.44092842742787,2.45072736922675,2.20670296983992,-4.91813216180658,4.89692669073813,3.36144430743123,0.18168521596525,0.244186898131008,0.9133692758841,0.0295508119097073
111,2.45926237532465,2.46802519112546,2.22457260526003,-4.9346640563618704,4.91133819351315,3.34828678341621,0.178850123134031,0.239452829795684,0.954917312224193,0.116254063590744
112,2.44000246889616,2.45715635444124,2.22442725429436,-4.92329159482882,4.90808017862288,3.31904709093992,0.194054280327837,0.258270756934241,0.951995733447848,0.0611306595682284
113,2.45175708567265,2.45297582809784,2.22539142158095,-4.92583975671625,4.91063837826775,3.32109162144736,0.1836003987368,0.250814508323986,0.898409055370162,0.072019603166684
114,2.4364095035787,2.46686904371504,2.21406548601496,-4.91050522116008,4.88575496444387,3.31253057688973,0.181175824010623,0.231638576187884,0.96239269844806,0.0458821497870299
115,2.42012515838804,2.46021317035189,2.2184252270332,-4.91147296716264,4.8878124379699,3.39086205492138,0.183286163749271,0.251398271793598,0.905050337922963,0.0670874846839772
116,2.44126338655656,2.45765669222967,2.20744175909283,-4.92400486956453,4.90707225288997,3.34074397141363,0.202980760142872,0.272291272172125,0.951586340719154,0.0597587546495312
117,2.43323871712974,2.46025452447664,2.18985567899952,-4.90297619812267,4.87961090239153,3.29275184421371,0.187717459277666,0.257787961371021,0.950828396441542,0.0940329658176022
118,2.44735046409491,2.47400660652187,2.22567205875854,-4.91829079811677,4.89505503638745,3.31831687596005,0.199449236751504,0.246862771803823,0.954405698501903,0.0901776702413065
119,2.46003337665818,2.46536590578028,2.21318752620991,-4.92194322692897,4.90208944119729,3.33392581240057,0.194498479179522,0.265533984944241,0.907369468545459,0.0515020357337548
120,2.43912004999561,2.45096674031218,2.20827671928701,-4.91700117675988,4.8995870747966,3.31991936311606,0.190772143174238,0.254459760069552,0.963656586232862,0.0475127053224416
121,2.42593755490147,2.49047931855914,2.20978478511637,-4.91965904473563,4.8990267726208,3.36151132063769,0.180831137754808,0.246712182196667,0.883370356408953,0.018247191773834
122,2.442701761123,2.46589190483232,2.2243761436345,-4.91314130820791,4.88781812849418,3.39560158146071,0.18774584286172,0.253604844852879,0.865284476614032,0.0533690142189656
123,2.44340953429835,2.45998924199332,2.21101460218697,-4.93124884708799,4.91514430346294,3.35531112305435,0.182847666001963,0.245944179911194,0.913587076218479,0.0684030528456409
124,2.44080411844663,2.44584871435732,2.19116888174235,-4.899218885109,4.86513078453284,3.37544563376291,0.177193730954038,0.236455319390022,0.914559441639831,0.153669422084794
125,2.43773876179411,2.45625221341947,2.20263979246317,-4.9237703865373,4.90615391220261,3.3743731585116,0.183280801032404,0.250598938121082,0.938902156521319,0.0642293211544075
126,2.44909322684297,2.49100134277078,2.21092112905067,-4.92326687606847,4.89880678914729,3.24997946269709,0.171761445338483,0.24029671709586,0.990634590484293,0.178726542702572
