Rate,Rate_1,Rate_2,density,recip,se_density,se_recip,maxConv,sim
2.437636247327894,2.456342492568189,2.212040260887317,-4.890072293757411,4.869071407776704,0.17923437480033128,0.2358386962654403,0.1371887167881177,1
2.4270468254238637,2.4556879834977905,2.19720879551012,-4.881811388605319,4.863967404975723,0.18629058627986186,0.24045913711430333,0.10386253860607246,2
2.42843108986318,2.447942635639774,2.2008279290413224,-4.8955368098086645,4.887712146385244,0.1829784631803263,0.2367587314187619,0.05748199001941606,3
2.456585625945012,2.475410631028652,2.2205573956772,-4.908678132605956,4.89789973607634,0.17220023194464504,0.23124234349084977,0.10404070444223398,4
2.4273149569394508,2.461128498658695,2.201572665195928,-4.908346238007696,4.901332669484501,0.18495660683765097,0.251082942018303,0.02388971770072428,5
2.4388783963540206,2.4485155772837404,2.195316969623178,-4.908516908691718,4.905048979314644,0.18801241300820387,0.24872630091700956,0.03793054458134825,6
2.434479884614187,2.454032568250562,2.1912951493975807,-4.89240053204089,4.882964576807573,0.17586662879699205,0.23696003522147893,0.05577811000715574,7
2.422378835121265,2.4538253448600544,2.2000881330969273,-4.895475163213036,4.879160389630702,0.18235272253125775,0.24855644926722048,0.07490862716134758,8
2.4605368903699807,2.4647617818850818,2.220421058634681,-4.9162478936144725,4.911803670379378,0.19469593814923192,0.257259096713743,0.08506374140994295,9
2.4468283654615504,2.4810477800929656,2.230425650990463,-4.91519190948686,4.915471498383305,0.17383382662637872,0.23127518833389338,0.12132333736409692,10
2.46475648497465,2.457895178576583,2.2053215186471786,-4.909380134413467,4.905330711736457,0.1766058551128381,0.2361433976649332,0.03725116647614793,11
2.4558943947241545,2.4827108899688355,2.2085628996984434,-4.926829986348849,4.922895112640787,0.17676346710963642,0.23344850298583567,0.15188258704106064,12
2.4677884256421225,2.4675379585519726,2.2279058012038395,-4.921616604774666,4.9185673758714685,0.17867583008506835,0.23927026762178022,0.159491391543133,13
2.442390579001331,2.4455991203332608,2.207348266057466,-4.899939077521739,4.889900575070652,0.18246486105826779,0.24360148547278143,0.013835772403486822,14
2.4352534832837973,2.4463681829646187,2.196722596570891,-4.902622829593787,4.888757727155761,0.17778741288202113,0.2366538650937783,0.09418978057857458,15
2.421480861212857,2.4469550752946865,2.191277693246569,-4.8710744338831935,4.8515948503798825,0.17613098126677712,0.23196782589182258,0.12950442317368138,16
2.45954711232428,2.4613136226274963,2.2092564966110326,-4.922985346082781,4.918106473573974,0.17746617566276732,0.23306269048301012,0.08756739764109102,17
