sim,Rate,Rate_1,Rate_2,density,recip,simXTransTrip,se_density,se_recip,se_simXTransTrip,maxConv
82,2.44487422573556,2.47132198119842,2.19330726010141,-4.93363043030314,4.90870599017196,10.1079607302349,0.179355493479616,0.2380983841752,3.99638463959396,0.133338341392001
83,2.4325237678778,2.46340087080784,2.22254323394821,-4.91334719176457,4.88329369584386,9.94372076790156,0.182966029464379,0.249834448162317,3.93169071743597,0.047330757496141
84,2.42584692894914,2.44667614850906,2.21097107161165,-4.91838374890957,4.89004094661337,10.0152995621628,0.18431285240446799,0.246611866808271,3.8882346710454,0.0542832500082446
85,2.44721339122692,2.46649902384023,2.20779043350301,-4.9364524843078,4.91565553954695,10.260051893708,0.173040455980214,0.23220229106733,3.88343279199658,0.105549227783058
86,2.43581957376692,2.45544494330809,2.2125048946022,-4.92547595816113,4.90871016977705,9.98397239536529,0.185739638485261,0.239520191305547,3.74819255371754,0.063579050851903
87,2.44096849030153,2.44177719661062,2.2028205979041,-4.92096943846167,4.89430678668081,10.0396204201803,0.171993474755328,0.235581323183763,3.43070867922662,0.0547102261065984
88,2.46982000706205,2.44500796929055,2.21456018373592,-4.90843944691818,4.87958008550741,10.1922793855733,0.186981048210909,0.25404517920953,3.70625147034532,0.0460550877927869
89,2.43279038511734,2.46035404490788,2.19949788661905,-4.91644076183033,4.88902786491751,9.89069237934014,0.184382449593218,0.238498399058657,3.93852304982822,0.141567874237142
90,2.44249715734341,2.47690608448071,2.20408036226512,-4.92473120302072,4.90068187674334,9.88728925907064,0.178668626560971,0.238594901100501,4.17352331625783,0.115606398391516
91,2.45903394166979,2.43757691763613,2.17953623269745,-4.91223151096711,4.88584946023646,9.90808086527596,0.178473193074897,0.236686834203689,3.65699804170936,0.082606341291261
92,2.46905658203347,2.45672830890502,2.20949943690113,-4.92174275639251,4.9028906138674,10.2036442773296,0.180581091113769,0.242020242297413,3.64724477072075,0.0509774168656233
93,2.47005721445304,2.45966359115033,2.21863899956627,-4.93367146584108,4.91094501686859,9.9561194488473,0.189747428452998,0.25961520710563,4.02705476327831,0.17428074664781
94,2.46640166501896,2.46435285207984,2.21551899040856,-4.92314235692986,4.89381222856603,10.2244751465669,0.185287500463165,0.245978661251884,3.74736960600584,0.0285897704543852
95,2.42903513966897,2.46326416924496,2.19156605338506,-4.90777938221307,4.8802810129597,10.212855050172,0.182250041422979,0.245864801226203,3.63279598118088,0.0470537540448183
96,2.42004782837808,2.44243516922928,2.20435301473643,-4.89391252080434,4.86333534270082,9.95042315334804,0.170772741919417,0.226622116435858,3.99932756436273,0.187003239982439
97,2.43485652926578,2.46559745355368,2.20130867026612,-4.91226805802823,4.88627772104401,10.2050517719239,0.161966508742704,0.225938291321986,3.85954591761402,0.0346353141127911
98,2.45590989074835,2.47420228347198,2.21155844258527,-4.92513319624233,4.89619002335445,10.3266919291525,0.180712248009795,0.244977886175547,3.8459177511885,0.122908519306955
99,2.45137461849963,2.45851540782748,2.22192408968182,-4.91716779437052,4.88902097786559,10.3020701636532,0.177290112559579,0.23832898580802,4.00178290455611,0.0629855905325646
100,2.45065878595557,2.47078527632808,2.2053936733215602,-4.91832167958157,4.89374311824984,10.0711303544094,0.188722616973143,0.256074678660775,3.6517803664574,0.0975763431695259
101,2.44391546878988,2.46218996882377,2.2187763986596,-4.91663103065383,4.89205417368674,10.26090779838,0.173071970627531,0.241289958987495,3.56021685955899,0.09729451588
102,2.4435383993382,2.45732979715632,2.20840022016633,-4.91636732130698,4.88558189386415,10.0365215131416,0.159350867865376,0.215485895927987,3.93243769753824,0.0930356874685358
103,2.42221608226956,2.47265517067386,2.19545674949534,-4.90749931263087,4.8836030761822,9.99450856268953,0.180405517223567,0.243592148491798,4.21012903595319,0.120352623162444
104,2.44299826026061,2.47226470332936,2.2070033609905,-4.92231889593012,4.89560319993904,10.526771468964,0.187613998064019,0.250756413392685,3.76985996697633,0.107843775641804
105,2.42331283390147,2.4462333091287,2.17686385102488,-4.89387358204876,4.86303340312795,10.074717680277,0.173437860610952,0.230860695073637,3.62571463360805,0.160908989324885
106,2.44265907936628,2.46710682128188,2.20029555192139,-4.90718233602764,4.87366971722518,10.1442502854835,0.196192905365464,0.264312179901781,4.03743102972157,0.0725669282393016
107,2.44630553397697,2.47890372805255,2.20358879553749,-4.92691882627934,4.90476383257661,9.72573861135309,0.178253191715256,0.240862806584369,3.88307554240561,0.156360604044297
108,2.44113237580618,2.46513911489077,2.19106563399931,-4.9059939409739,4.87812322529845,9.82488451849373,0.177727444804066,0.249875465752809,3.62488216381928,0.0788022005759563
109,2.44851441154398,2.46196588456604,2.19906003295647,-4.91571400506138,4.88754780804605,10.2026290963004,0.173451530863475,0.238328611890954,3.598305815289,0.0633789240945882
110,2.42302551858681,2.4667372397576,2.20208352977386,-4.91744744446708,4.89380108461459,10.0852864520828,0.186854942742981,0.250940251032438,3.60550641717652,0.0763337067976494
111,2.43092634022805,2.47075087733116,2.19670309187797,-4.92129507403075,4.89267447841006,9.80534449832381,0.171699793636085,0.224247928450607,4.17232843969586,0.0431108371909661
112,2.42929511905372,2.46305987401944,2.18354690563073,-4.92349909821747,4.89967964616328,9.8862533971515,0.174469659351683,0.234342550161249,3.81749858695851,0.037376291956154
113,2.44227452795958,2.4498111648771,2.21018446727878,-4.92428501140242,4.90150907532462,10.2419926887819,0.182596867713467,0.249732187736058,3.68672451238349,0.0667782896020644
114,2.4491281043729,2.45826136501694,2.19855428094374,-4.91761400559899,4.88652814907632,10.0568474629004,0.171898263662703,0.235245262511386,3.76304339126764,0.0308365160759154
115,2.43777118425581,2.44883530182415,2.20006741478108,-4.91182388305454,4.88319300096019,10.214437324533,0.169924349488731,0.227427617535122,3.6243925831495,0.0690191589945573
116,2.43629145256429,2.45908785193706,2.22487473127892,-4.91233837744665,4.8856072035683,10.0117289886922,0.17607211135321,0.232801591721253,3.80643401798975,0.051979580422841
117,2.44661507937621,2.46630541891066,2.20062916458829,-4.92279051425474,4.89057740028353,10.1262020192187,0.176622738557653,0.241829846803421,3.72435435788927,0.103851426869187
118,2.43791372797542,2.4505059504193,2.20251627086096,-4.91278216584373,4.88357737573378,9.91648361638716,0.166188908282118,0.226764491096037,3.77172369119809,0.055119939547889
119,2.440958239595,2.45064117635669,2.19656474939734,-4.92841946542624,4.90448140368324,9.98587387210284,0.167863860942688,0.227907193556114,3.8319057835263,0.0794093661112482
120,2.46112234809419,2.46954857788733,2.20762836704419,-4.92539744876167,4.90252762417632,10.0521789169744,0.169175971025371,0.231279250605936,3.60432168191347,0.0642677216736169
121,2.42849476494542,2.43988909152194,2.23218348769229,-4.92571128754304,4.9038250027856,10.1423963365065,0.189567597864296,0.243413077515052,3.68233385965668,0.0711283655126294
122,2.42442682031823,2.46300481218086,2.20821212712648,-4.90673620086838,4.87467037288443,10.1204457319345,0.168515464257186,0.228196804888196,3.6031974136843,0.094662417238812
123,2.44007325593536,2.44694677482438,2.19706838041457,-4.92863806358299,4.90522856551024,10.1259029560234,0.20516833839256,0.267454331797294,3.7482158352035,0.0191843469605947
124,2.43904746609827,2.47691869176621,2.19989882523624,-4.9202736444587,4.89625728689801,10.1790176714318,0.17509164989686,0.242166327680679,3.7068386844629,0.050333315771805
125,2.43393812610578,2.45924826944807,2.22520675217998,-4.91168397811842,4.88245464876625,9.97538964241975,0.171956708117184,0.232383340341884,3.84896548599486,0.0367959524889839
126,2.45135556527631,2.46103377455043,2.20744517036752,-4.92527172663833,4.8980189036096,10.2669827890161,0.169058159804435,0.233887600993838,3.48535814026058,0.108597683881835
127,2.45192422614674,2.47092623959359,2.19586475922571,-4.93064204158068,4.9037812853862,10.2902451555897,0.179812643829666,0.237323296063468,3.61938099841,0.104727363833127
