Rate,Rate_1,Rate_2,density,recip,jumpXTransTrip,se_density,se_recip,se_jumpXTransTrip,maxConv
2.45371918163968,2.46901882449711,2.20862623146686,-4.91709530257558,4.91147498496203,-3.03157202781342,0.180364690306418,0.24223494657628,0.113330683593826,0.156158293520689
2.44388659515464,2.42526690037954,2.20119163530812,-4.89346449213785,4.87973508574164,-5.15007679531956,0.192667121044221,0.255057602324151,0.0995485304256668,0.165611138957229
2.44339107060286,2.46588791732898,2.21290175422205,-4.90454627898222,4.89337925504563,-2.97796536976824,0.175293345418482,0.239892673567497,119.456198621906,0.132033351018737
2.43439859250943,2.47276451786458,2.19923824801249,-4.90161724710082,4.89097612307298,-3.69133852471506,0.164093359581702,0.227372806871354,108.289936898712,0.115544136899971
2.4299778023823,2.4474137922221,2.19790045551021,-4.89099538539696,4.88233692121669,-3.2922790998983,0.203712809694667,0.277273147419711,74.072181941999,0.149977140433757
2.44741272887186,2.46224831354156,2.20207908580806,-4.90726543209823,4.89752221928774,-3.79281578848507,0.19328295483916,0.243375677835305,61.864748878398,0.13305661753411
2.44897601059156,2.45919653380822,2.18970934459787,-4.89865500198561,4.8934918690357,-3.41246955782874,0.18383774573349,0.229257936250518,59.0902141533295,0.117108056638659
2.44708195004858,2.47182243062927,2.20950537836645,-4.88989279986034,4.87307064378749,-2.31882773087313,0.177030171854022,0.236470388824428,26.5057135794741,0.131050320284591
2.43925961817815,2.4525291018574,2.19009540261793,-4.89074001765134,4.87545875969407,-2.66982839171796,0.176629439101427,0.243288545840573,23.9419896564789,0.103819814839978
2.43463887987456,2.44071612379779,2.20727328023443,-4.89790272894167,4.89060905536986,-3.46637114329147,0.176700466001119,0.237623218514559,78.2055040315442,0.153791630832599
2.43136599767356,2.46258608525871,2.209060586662,-4.90521289757301,4.89540913142213,-3.28226321407222,0.178762450119604,0.229221445954449,23.5511927779292,0.138274492987349
2.43484287763486,2.46873302850038,2.21092620721438,-4.90458908352497,4.90024840351365,-8.46589165049003,0.185978343197861,0.244810439716095,0.0891288053546324,0.102640561245829
2.43160012020903,2.43683740630859,2.20849356361632,-4.91017207852666,4.90236660264487,-2.46641941443702,0.200486657169529,0.252910347089397,112.864546231724,0.106924788736625
2.44325445610083,2.43654629885002,2.19319797262654,-4.88439932986447,4.86820481347339,-2.79651522200739,0.186314186448809,0.245142572769459,78.48317024189,0.186154736426616
2.42627115342394,2.46407215963996,2.22966930476973,-4.90076747315034,4.89001820332959,-2.53356276028577,0.186911992563741,0.23918418891861,52.7080434688381,0.113399914039656
2.42959795492404,2.45656092727039,2.1989033595391,-4.88799031988935,4.88208643050331,-5.49204929255455,0.166619214620216,0.236946371366079,0.0944877131056093,0.173703614864348
2.46155957560275,2.47544419608341,2.18969452562989,-4.9008680812642,4.88130330750847,-2.3542991000058,0.197920233409308,0.251831759152304,23.9217805665677,0.115677658682074
2.44568428038619,2.46807535107344,2.21723080188924,-4.91248903378452,4.90648494185674,-2.83681232993498,0.17888086566843,0.247973587080644,35.1884571226092,0.193261293870639
2.44793555538836,2.46449610840613,2.20697096503337,-4.91037604878195,4.90349361367429,-3.33985710683486,0.17270123451902,0.228372107744834,65.3970285313123,0.144106583673381
2.43634569625206,2.4471748038163,2.20469465852493,-4.90189521223431,4.89262924592602,-6.70608437575346,0.204575259005568,1.03418928727167,1121633.01547787,0.134137355664754
2.42763419687472,2.47964273333076,2.19163798160395,-4.9010159273419,4.8947696121843,-3.36860768251201,0.173620559516379,0.241936330268464,65.9651216706636,0.126316592010679
2.4538529189171,2.49313078814919,2.20581928316873,-4.91800131331748,4.91448357537306,-2.3532809861658,0.166071201527728,0.227343950521074,13.6556705898418,0.160194570297518
2.42772230561649,2.44813862118258,2.20610588245138,-4.91228943567458,4.90971333762916,-3.06187022133815,0.168007335471207,0.233093288507779,66.028946885129,0.141105023665575
2.4565682066852,2.44736727571349,2.19787900321604,-4.8902046789784,4.87939905551524,-3.08399987800254,0.183158419304163,0.243068114370587,0.133273259740136,0.149048052616364
2.44475871863946,2.44755048764162,2.20526805157842,-4.90510581493543,4.89248295424485,-2.13027036197423,0.181208201687519,0.237528890236059,17.4923865811442,0.148283976151294
2.45469594198291,2.47338766341695,2.21308029099152,-4.91472167905683,4.90694239331918,-2.59006614060848,0.185825539688506,0.240946533784364,29.2892124043418,0.144501480302963
2.45177317621294,2.46377827725485,2.20969671995757,-4.92171999557863,4.91478622365897,-4.09671535339648,0.175088360061743,0.233042836281915,0.104354635210372,0.174597040742892
2.45088730024731,2.4617741188242,2.20973361316032,-4.90350713594231,4.89239096178445,-2.54366968869228,0.186645524005313,0.25261611633609,49.1924250478784,0.138376238895913
2.43226514558712,2.45878995815509,2.20218865342881,-4.89158813781476,4.87566530767587,-3.7689583125014,0.181248742285241,0.23699419609428,0.121613279660528,0.137485989434082
2.45153876532954,2.47199672001273,2.20240038503899,-4.913875759438,4.9112782895059,-2.5757599937037,0.17005866576688,0.23394839088125,21.355618905592,0.155166154604273
2.43375067175335,2.4504829877178,2.18646839264124,-4.90005969112095,4.89137979182938,-2.24978672428384,0.186599990008994,0.246742246456971,42.3156704628549,0.145588298991402
2.41891952723301,2.45870409393851,2.2154237831342,-4.90925121608276,4.90392540064083,-2.24905398625621,0.195202936272341,0.266906926250225,69.5235139574426,0.161146633640961
2.431325435393,2.44398070588593,2.1895833452554,-4.88176799880772,4.87262785536268,-4.52340305113677,0.183403809942624,0.246729100172867,0.104354635210372,0.132466217721754
2.45557668017469,2.47414279446462,2.19919443811378,-4.89591319357495,4.88206808344876,-3.23686751810233,0.180434495000108,0.242720390707454,133.726289367581,0.132157532021703
2.43310360846007,2.4670228408124,2.2177528703121,-4.90561341544589,4.90480834399312,-3.36863778603611,0.186872342716261,0.245450987019586,56.7418173064408,0.140759651740239
2.45157457145912,2.45476046958432,2.17938290840343,-4.90362875040889,4.89420551015638,-4.08551005240722,0.174362399576928,0.233417068742417,0.0944877131056093,0.09622978410058
2.43719652812958,2.47536497623387,2.2082207559774,-4.91899523972054,4.9158157588746,-5.86811328516535,0.180332796187227,0.236154725250183,0.121613279660528,0.155756848499253
2.43980483722031,2.4534218790969202,2.1914802154835,-4.89475324987211,4.88430369226333,-2.96338446630082,0.18700125883526,0.243280901267951,33.0932637082247,0.105476208460801
2.43125728105292,2.46882828567768,2.21686748510051,-4.90675866752504,4.89943418108948,-1.74399278225741,0.179846809188783,0.247800213119751,24.184435761651,0.140641319142315
2.43891690985902,2.4629285456652,2.19378783545136,-4.90907244096716,4.90547537987639,-8.5143437424777,0.176767072544471,0.237608641083589,0.121613279660528,0.126769406620926
2.44991463246572,2.45998637146542,2.19136138338194,-4.89791458432199,4.89217947219111,-3.04446530132679,0.183183324998587,0.243745028501773,44.2744047871837,0.151086442880272
2.44038996346511,2.46511274557848,2.21134254220443,-4.91018152482145,4.90624811366094,-3.70020918383986,0.193374739551683,0.252923886838483,0.146756729104793,0.163191235817306
2.45970213692178,2.45982206669442,2.19203940693269,-4.91328944415376,4.9013890775768,-3.8255004758922,0.187020663593714,0.241302613147611,0.0891288053546324,0.10953439002801
2.45402437746721,2.47109392017947,2.1913152863763,-4.89509398000418,4.88543817586808,-3.05629484530416,0.179428547751855,0.238281434743914,65.0531635493227,0.133191644136416
2.43407871081948,2.47642053492862,2.18192514724872,-4.8977004951903,4.887161106063,-2.99218777129425,0.185935561863974,0.249031363662864,65.5175005989811,0.127039700975162
2.41262371965985,2.46235908388243,2.21986057880526,-4.90673509222874,4.90031524008598,-4.22608463222359,0.180927519756564,0.23650344463923,75.9717038068296,0.127476365673348
2.4377867339831,2.4634557660286,2.20725844770005,-4.88829801363821,4.87547656504088,-2.37659796200789,0.18879716329553,0.252140550776508,27.2344965924551,0.118293691503758
2.4479691788485,2.44972611758262,2.20822698738157,-4.90278907305378,4.89301699740537,-5.21709460129003,0.173144878972788,0.232471045769171,129.600131516818,0.112807682056077
2.42640673256111,2.46683505327715,2.21329776601965,-4.90471976904736,4.89578193265532,-3.99171051302235,0.18613738401961,0.24600386051002,0.125776865201116,0.13434046128784
2.45577493763377,2.46049197961213,2.19473269457551,-4.89977039515626,4.88820043162225,-2.36349678702114,0.188780841734628,0.245383457635699,35.0935186983585,0.152776525023754
2.43235385827918,2.46562734921018,2.20976788173617,-4.90106706306634,4.89104578169045,-2.63876551743602,0.183660914074701,0.242211806895016,20.1963746967836,0.132900344650321
2.45058614481988,2.47765085776421,2.21986651892629,-4.90907596276362,4.8988994314281,-2.72798076513978,0.179844669807504,0.24661853863658,106.183717546744,0.172336323432532
2.46078022168543,2.46980578976872,2.21180678433325,-4.92495979354315,4.92548531397224,-5.75299754986965,0.177077743058492,0.242269354322519,0.0944877131056093,0.167713389450112
2.46370418910102,2.4699520176638,2.19550244491708,-4.8948637749909,4.87884102128516,-3.0779722792525,0.177182981173863,0.231194000997015,26.9576219324939,0.109521709580817
2.44794269405482,2.436157228478,2.18321057481058,-4.90121041206891,4.88809582325292,-2.79410230196745,0.205104617958079,0.271278843706561,76.1214279781875,0.141739890365845
2.41933895456396,2.46050284784049,2.20331229747947,-4.89407026578511,4.87563186012502,-3.93925698382141,0.180541643251304,0.241174067293968,0.0891288053546324,0.137298218221718
2.43779447233734,2.46844493817503,2.21267556183431,-4.90526862931405,4.89784073015912,-2.10347313170521,0.178349871197121,0.226872777602729,16.2182406613456,0.167015170559778
2.43170947878496,2.4472529167812,2.19208743949073,-4.897172963308,4.88805555586464,-1.92929258380787,0.191164030532761,0.252411759475351,38.4643460063007,0.14762296132123
2.45648086630536,2.45606149431695,2.21767393452466,-4.90845785110451,4.90398033081063,-3.43386512943656,0.176052718603623,0.239161476080832,57.0885019023637,0.115860378825488
2.44301907859189,2.47200820871766,2.20130226081849,-4.90040721736275,4.88440191089393,-5.19600782596153,0.717704204012292,1.90059351507028,462188.127196904,0.14796297459658
2.44842382292628,2.46903415702622,2.21050960987295,-4.90247842543703,4.88837792880748,-2.66389157784639,0.167393290049354,0.222094341437516,42.4319862358682,0.104731269762541
2.4319377253133,2.45949706390344,2.20936774976628,-4.89107244317072,4.87347159877018,-6.21566050796617,0.177840980728583,0.239026585747965,0.104354635210372,0.126344950502121
2.44300494607578,2.46438292555159,2.1871901590601,-4.8998986768361,4.89294489868589,-2.25986848572948,0.169879506638635,0.216039018236178,20.9226236301327,0.119646831711003
2.47238118822176,2.45894138047453,2.20589931272686,-4.91719173739183,4.92029199810119,-3.1008268190102,0.1898713937334,0.265268664906372,140.802413273895,0.188797679953719
2.44491963571684,2.45789149187015,2.20981835776842,-4.89590595021437,4.88649652600358,-2.08892325104567,0.191963846727419,0.253591349567566,18.9248748506038,0.137522967123392
2.44990830552048,2.47867786943856,2.22723318491419,-4.92044505343856,4.92407016580262,-2.34570064573176,0.187992895354428,0.25139247986451,16.057840474413702,0.244108095839872
2.45258350493903,2.43542841966473,2.21501508543838,-4.9012040617686,4.8890363302792,-3.99302621129198,0.18989354767506,0.259210595269336,0.125537881771837,0.134929705286184
2.43789624267385,2.45232673522834,2.21358947639119,-4.91262074307166,4.90755732028,-3.1165307897012,0.181903181788165,0.247497635501708,0.121613279660528,0.130632856409017
2.44782639182718,2.48303556593185,2.20282332139793,-4.90117097650518,4.88728356766336,-4.18604442453597,0.187315153664941,0.259991007849134,109.60198996721,0.115437110336082
2.42006598816117,2.45318612412494,2.19997770292875,-4.88734357462343,4.87401780131634,-5.00736122405085,0.190029765194676,0.252652786361044,50.0366313093115,0.109704925219001
2.43593470893923,2.45166822811369,2.21184237762738,-4.8926732137081,4.88006301833043,-4.49090390758735,0.168956033185778,0.221586448782295,0.0834143750078963,0.0954765326227259
2.44014244750287,2.4651320582491,2.21791243449688,-4.91106557969026,4.90721828986636,-5.79189944907212,0.18408276522762,0.248603763471007,105.117490006862,0.12683381164632
2.43764679581655,2.45622992383163,2.20652441055863,-4.89399792469098,4.88032273275595,-2.92167550989866,0.172079099007115,0.22742474934378001,18.4816423404872,0.176236339984345
2.42741753490164,2.46795525532244,2.21995255744574,-4.90861920506056,4.90162513015895,-2.85287510472564,0.182407399864195,0.244715722968483,0.0891288053546324,0.108032794510801
2.43243746776124,2.45683307774474,2.1896723784202,-4.90502483755789,4.89439491931738,-5.15348317231603,0.179296761824363,0.236554655962215,64.9102772032491,0.119736466543027
2.44387329899606,2.45178090037632,2.18306475153996,-4.89632147632569,4.88078430808734,-2.10106153388181,0.190112524287587,0.247960586442618,15.2662533586398,0.140406391199745
2.43933146857609,2.47180350628005,2.2107290150053,-4.91575893011752,4.91664978218458,-2.46534069387046,0.172137257195491,0.227138653486435,22.5643440989869,0.135503288155793
2.4560562054969,2.47053084411721,2.23495646259011,-4.90540351436709,4.89536313284175,-2.75636738420972,0.172500451944519,0.236397789031885,39.4344209629063,0.135909622598278
2.45474912901705,2.47734706515007,2.21014463883907,-4.90596334139061,4.89695859146323,-3.80000131313206,0.181533105128427,0.241848730983282,0.0995485304256668,0.10558104842684
2.44784049209585,2.46184211703175,2.19358089860521,-4.90128772039565,4.89395324119678,-4.22209504828925,0.189343837553187,0.248650008219242,127.640149578599,0.132207114348289
2.44407536328137,2.47426134319547,2.1917364514928,-4.92069617071296,4.92128640258871,-7.12119239325918,0.191441881877667,0.255802469729295,0.108939744206914,0.155374083624312
2.43687721116354,2.45749755865329,2.20877524287247,-4.89720740035306,4.887454169743,-3.03022115048278,0.16477504525853,0.218681231320717,134.133048270226,0.141803311763455
2.44515521511741,2.45054680428357,2.20643683137245,-4.89054906006092,4.87361994594336,-2.60504241414925,0.181388615467542,0.235106621157567,0.108939744206914,0.178285034353322
2.45394952669823,2.45282016609109,2.20727546343181,-4.89789457389376,4.89034011490766,-2.58069135548962,0.183269808987495,0.24573310154428,25.6397462667064,0.137646527291713
2.44113566180134,2.47115161859521,2.19998438609456,-4.88919635428403,4.86932446563529,-4.79587687221398,0.199659861050198,0.268081581056142,65.0855612152536,0.137334533480831
2.43656279618239,2.47012189577031,2.20511923024721,-4.91090746267024,4.90336226473788,-3.00027336426697,0.184549485577354,0.244797238798099,37.998016400258,0.136328828638893
2.43742148071231,2.44681178280728,2.19923517235301,-4.89231427189123,4.88328067869845,-2.85369806876203,0.388383792300193,1.18798944074163,66580.5474097357,0.120138937825321
2.44035754343165,2.45262169806992,2.20710817978014,-4.91029621223814,4.90347900714449,-3.04807135808978,0.186255991637398,0.255068953890547,26.9773432055419,0.145005484914126
