ip_address,nick_name,start_time,end_time,pic_id,response_no,conf_level,choice_reason,description,weight,response,sample_size,test_param,param_value,p_value,obs_plot_location,pic_name,experiment,difficulty,data_name,trial,type,alt_model,datapick,size,sign,initialEst
,A1EQ2HDHF2WWSY,1508518673.3800461,1508518683.654735,1131,6,Uncertain,Most complicated overall structure,turk22,1,6,NA,jttp,5,NA,4,file8c2013559f05.svg,turk22,1,jttp_pos_easy_1.csv,0,one,jttp,FALSE,-17.24947847235345,-1,-3.4498956944706896
,A1UTBDKOQ2MKUD,1508518678.2249832,1508518683.9586608,3161,3,Certain,Most complicated overall structure,turk22,1,3,NA,samettp,2.5,NA,3,file23c52d808d3.svg,turk22,3,samettp_pos_hard_1.csv,0,one,samettp,TRUE,3.3226273441339504,1,1.3290509376535802
,A154X03NKVZZL1,1508518670.7958477,1508518685.0622725,2143,1,Certain,Most simple overall structure,turk22,1,1,NA,jtts,1.5,NA,2,file23c4394d33a.svg,turk22,2,jtts_pos_med_3.csv,0,one,jtts,FALSE,5.0104529415283485,1,3.340301961018899
,A2LT6KC1X51FVW,1508518679.7590616,1508518687.9873798,2143,2,Very Certain,Most simple overall structure,turk22,1,2,NA,jtts,1.5,NA,2,file23c4394d33a.svg,turk22,2,jtts_pos_med_3.csv,0,one,jtts,TRUE,5.0104529415283485,1,3.340301961018899
,A1EQ2HDHF2WWSY,1508518683.7343783,1508518692.4195476,2143,2,Certain,Most simple overall structure,turk22,1,2,NA,jtts,1.5,NA,2,file23c4394d33a.svg,turk22,2,jtts_pos_med_3.csv,0,one,jtts,TRUE,5.0104529415283485,1,3.340301961018899
,A256FHXGSY0E5D,1508518683.4248643,1508518692.8049462,2162,1,Uncertain,Most simple overall structure,turk22,1,1,NA,samettp,3,NA,6,file23c59a8ade8.svg,turk22,2,samettp_pos_med_2.csv,0,one,samettp,FALSE,3.9871528129607405,1,1.3290509376535802
,A1UTBDKOQ2MKUD,1508518684.033066,1508518693.0049543,1113,3,Neutral,Most simple overall structure,turk22,1,3,NA,dens,1.5,NA,2,file23c52d14844.svg,turk22,1,dens_pos_easy_3.csv,0,one,dens,FALSE,-7.354165962125695,-1,-4.902777308083796
,AQNIO8YEHWUBR,1508518678.4632514,1508518694.763758,3163,6,Certain,Most simple overall structure,turk22,1,6,NA,samettp,2.5,NA,6,file23c49a48f3f.svg,turk22,3,samettp_pos_hard_3.csv,0,one,samettp,TRUE,3.3226273441339504,1,1.3290509376535802
,A1UTBDKOQ2MKUD,1508518693.210942,1508518697.6368587,3262,3,Certain,Most complicated overall structure,turk22,1,3,NA,samettp,2.5,NA,5,file23c18697602.svg,turk22,3,samettp_neg_hard_2.csv,0,M-1,basic,FALSE,3.3226273441339504,1,1.3290509376535802
,A154X03NKVZZL1,1508518685.1557832,1508518698.8291693,2262,5,Uncertain,Most complicated overall structure,turk22,1,5,NA,samettp,3,NA,3,file23cc52b92f.svg,turk22,2,samettp_neg_med_2.csv,0,M-1,basic,FALSE,3.9871528129607405,1,1.3290509376535802
,A2LT6KC1X51FVW,1508518688.0748482,1508518699.324823,2262,2,Certain,Most simple overall structure,turk22,1,2,NA,samettp,3,NA,3,file23cc52b92f.svg,turk22,2,samettp_neg_med_2.csv,0,M-1,basic,FALSE,3.9871528129607405,1,1.3290509376535802
,AQNIO8YEHWUBR,1508518694.843354,1508518701.011104,3133,2,Certain,Most complicated overall structure,turk22,1,2,NA,jttp,1,NA,1,file23c2ce02a6f.svg,turk22,3,jttp_pos_hard_3.csv,0,one,jttp,FALSE,-3.4498956944706896,0,-3.4498956944706896
,A22KRF782ELLB0,1508518671.115567,1508518703.3129113,2262,6,Uncertain,Most complicated overall structure,turk22,1,6,NA,samettp,3,NA,3,file23cc52b92f.svg,turk22,2,samettp_neg_med_2.csv,0,M-1,basic,FALSE,3.9871528129607405,1,1.3290509376535802
,A1UTBDKOQ2MKUD,1508518697.8349056,1508518707.1669633,2152,5,Neutral,Most simple overall structure,turk22,1,5,NA,simttb,1.75,NA,5,file23c7ecd0ff6.svg,turk22,2,simttb_pos_med_2.csv,0,one,simttb,TRUE,17.65895139575508,1,10.090829369002902
,A37S96RT1P1IT2,1508518681.8568985,1508518711.07083,1221,4,Neutral,Most simple overall structure,turk22,1,4,NA,recip,0,NA,4,file23c2b526619.svg,turk22,1,recip_neg_easy_1.csv,0,one,recip,TRUE,0,-1,4.893109179857534
,A3VP27UUQ34OXK,1508518692.7123342,1508518711.2495186,2232,6,Certain,Most complicated overall structure,turk22,1,6,NA,jttp,-2,NA,6,file23c32191191.svg,turk22,2,jttp_neg_med_2.csv,0,one,jttp,TRUE,6.899791388941379,1,-3.4498956944706896
,AQNIO8YEHWUBR,1508518701.0925272,1508518712.0375247,2231,5,Certain,Most simple overall structure,turk22,1,5,NA,jttp,-2,NA,4,file23c37b330ec.svg,turk22,2,jttp_neg_med_1.csv,0,one,jttp,FALSE,6.899791388941379,1,-3.4498956944706896
,A154X03NKVZZL1,1508518698.906736,1508518712.3657634,3231,1,Neutral,Most complicated overall structure,turk22,1,1,NA,jttp,-1.5,NA,1,file23c1f2f72ca.svg,turk22,3,jttp_neg_hard_1.csv,0,one,jttp,TRUE,5.174843541706034,1,-3.4498956944706896
,A1UTBDKOQ2MKUD,1508518707.2529557,1508518712.8212562,2243,6,Certain,Most complicated overall structure,turk22,1,6,NA,jtts,2,NA,5,file8c2061bc4df0.svg,turk22,2,jtts_neg_med_3.csv,0,M-1,basic,FALSE,6.680603922037798,1,3.340301961018899
,A256FHXGSY0E5D,1508518700.9186368,1508518715.9561732,2242,3,Very Uncertain,Most simple overall structure,turk22,1,3,NA,jtts,2,NA,1,file8c2054d148e1.svg,turk22,2,jtts_neg_med_2.csv,0,M-1,basic,FALSE,6.680603922037798,1,3.340301961018899
,A1UTBDKOQ2MKUD,1508518712.9019308,1508518718.7488835,3233,2,Certain,Most simple overall structure,turk22,1,2,NA,jttp,-1.5,NA,5,file23c3bfaacde.svg,turk22,3,jttp_neg_hard_3.csv,0,one,jttp,FALSE,5.174843541706034,1,-3.4498956944706896
,A2LT6KC1X51FVW,1508518699.4005747,1508518720.6121492,3231,1,Neutral,Most complicated overall structure,turk22,1,1,NA,jttp,-1.5,NA,1,file23c1f2f72ca.svg,turk22,3,jttp_neg_hard_1.csv,0,one,jttp,TRUE,5.174843541706034,1,-3.4498956944706896
,AQNIO8YEHWUBR,1508518712.1239104,1508518722.130288,3122,6,Certain,Most simple overall structure,turk22,1,6,NA,recip,1.3,NA,6,file23c45d57ef6.svg,turk22,3,recip_pos_hard_2.csv,0,one,recip,TRUE,6.3610419338147945,1,4.893109179857534
,A256FHXGSY0E5D,1508518716.037637,1508518723.3749592,3253,5,Certain,Most complicated overall structure,turk22,1,5,NA,simttb,-1,NA,6,file23c7181d926.svg,turk22,3,simttb_neg_hard_3.csv,0,one,simttb,FALSE,-10.090829369002902,-1,10.090829369002902
,A37S96RT1P1IT2,1508518711.1586905,1508518725.8549383,3253,5,Certain,Most complicated overall structure,turk22,1,5,NA,simttb,-1,NA,6,file23c7181d926.svg,turk22,3,simttb_neg_hard_3.csv,0,one,simttb,FALSE,-10.090829369002902,-1,10.090829369002902
,A22KRF782ELLB0,1508518703.3963346,1508518727.7736607,1132,4,Neutral,Most complicated overall structure,turk22,1,4,NA,jttp,5,NA,6,file8c2048e777c9.svg,turk22,1,jttp_pos_easy_2.csv,0,one,jttp,FALSE,-17.24947847235345,-1,-3.4498956944706896
,AQNIO8YEHWUBR,1508518722.2122195,1508518728.0981104,2123,2,Certain,Most simple overall structure,turk22,1,2,NA,recip,1.4,NA,2,file23c6e78c6c4.svg,turk22,2,recip_pos_med_3.csv,0,one,recip,TRUE,6.850352851800547,1,4.893109179857534
,A2LT6KC1X51FVW,1508518720.6844947,1508518728.3226094,2113,5,Certain,Most simple overall structure,turk22,1,5,NA,dens,1.35,NA,5,file23c6fc1c7b3.svg,turk22,2,dens_pos_med_3.csv,0,one,dens,TRUE,-6.618749365913125,-1,-4.902777308083796
,A256FHXGSY0E5D,1508518723.458583,1508518729.5226727,3141,4,Certain,Most complicated overall structure,turk22,1,4,NA,jtts,1,NA,5,file23c4122d7aa.svg,turk22,3,jtts_pos_hard_1.csv,0,one,jtts,FALSE,3.340301961018899,0,3.340301961018899
,A154X03NKVZZL1,1508518712.4494596,1508518732.8786483,2113,5,Certain,Most simple overall structure,turk22,1,5,NA,dens,1.35,NA,5,file23c6fc1c7b3.svg,turk22,2,dens_pos_med_3.csv,0,one,dens,TRUE,-6.618749365913125,-1,-4.902777308083796
,AQNIO8YEHWUBR,1508518728.1823294,1508518733.6780205,1141,3,Certain,Most simple overall structure,turk22,1,3,NA,jtts,2,NA,5,file8c2040f9a41.svg,turk22,1,jtts_pos_easy_1.csv,0,one,jtts,FALSE,6.680603922037798,1,3.340301961018899
,A37S96RT1P1IT2,1508518725.9399264,1508518739.0376985,3113,6,Certain,Most simple overall structure,turk22,1,6,NA,dens,1.2,NA,6,file23c4061399e.svg,turk22,3,dens_pos_hard_3.csv,0,one,dens,TRUE,-5.883332769700555,-1,-4.902777308083796
,A2LT6KC1X51FVW,1508518728.409557,1508518739.6948512,3251,6,Certain,Most complicated overall structure,turk22,1,6,NA,simttb,-1,NA,5,file23c419e6d7c.svg,turk22,3,simttb_neg_hard_1.csv,0,one,simttb,FALSE,-10.090829369002902,-1,10.090829369002902
,A22KRF782ELLB0,1508518727.8633902,1508518740.4382107,1213,5,Very Certain,Most simple overall structure,turk22,1,5,NA,dens,0.8,NA,5,file23c91e3212.svg,turk22,1,dens_neg_easy_3.csv,0,one,dens,TRUE,-3.9222218464670373,1,-4.902777308083796
,AQNIO8YEHWUBR,1508518740.2979987,1508518744.483418,1252,4,Certain,Most simple overall structure,turk22,1,4,NA,simttb,-3,NA,4,file23c8b61d5f.svg,turk22,1,simttb_neg_easy_2.csv,0,one,simttb,TRUE,-30.272488107008705,-1,10.090829369002902
,A3VP27UUQ34OXK,1508518711.3339868,1508518745.9627428,2123,1,Certain,Most simple overall structure,turk22,1,1,NA,recip,1.4,NA,2,file23c6e78c6c4.svg,turk22,2,recip_pos_med_3.csv,0,one,recip,FALSE,6.850352851800547,1,4.893109179857534
,A154X03NKVZZL1,1508518732.9677315,1508518748.0169618,3251,6,Certain,Most complicated overall structure,turk22,1,6,NA,simttb,-1,NA,5,file23c419e6d7c.svg,turk22,3,simttb_neg_hard_1.csv,0,one,simttb,FALSE,-10.090829369002902,-1,10.090829369002902
,AQNIO8YEHWUBR,1508518744.5879726,1508518753.4277122,1262,5,Certain,Most simple overall structure,turk22,1,5,NA,samettp,4,NA,5,file23c4b24ecb7.svg,turk22,1,samettp_neg_easy_2.csv,0,M-1,basic,TRUE,5.316203750614321,1,1.3290509376535802
,AT116456PANMW,1508518721.4313571,1508518753.7644238,2143,4,Certain,Most complicated overall structure,turk22,1,4,NA,jtts,1.5,NA,2,file23c4394d33a.svg,turk22,2,jtts_pos_med_3.csv,0,one,jtts,FALSE,5.0104529415283485,1,3.340301961018899
,A37S96RT1P1IT2,1508518739.1162138,1508518754.8246148,2253,1,Certain,Most simple overall structure,turk22,1,1,NA,simttb,-2,NA,2,file23c545f20e0.svg,turk22,2,simttb_neg_med_3.csv,0,one,simttb,FALSE,-20.181658738005805,-1,10.090829369002902
,A22KRF782ELLB0,1508518740.678865,1508518759.1509228,2152,1,Certain,Most complicated overall structure,turk22,1,1,NA,simttb,1.75,NA,5,file23c7ecd0ff6.svg,turk22,2,simttb_pos_med_2.csv,0,one,simttb,FALSE,17.65895139575508,1,10.090829369002902
,AQNIO8YEHWUBR,1508518753.6381278,1508518762.6068268,3241,6,Certain,Most complicated overall structure,turk22,1,6,NA,jtts,1.5,NA,3,file8c201e13e6d9.svg,turk22,3,jtts_neg_hard_1.csv,0,M-1,basic,FALSE,5.0104529415283485,1,3.340301961018899
