"","shortName","type","inter1","estimate","se","Waldpval"
"115","inInAss","endow","","0.791397789587782","1.20087946779566","0.509886025690883"
"116","inInAss","creation","","-1.30569095189851","0.83309151449036","0.117048337383565"
"117","inStructEq","eval","","0.870159856991217","0.545498818153781","0.110675656851057"
"118","Jin","eval","","5.84760296730084","2.32643670736233","0.0119524584516841"
"119","Jin","endow","","26.5126916017527","32.9354652007613","0.420825950322824"
"120","Jin","creation","","3.07192320447371","2.41364523520951","0.203113205792862"
"121","Jout","eval","","6.33433373786252","2.21127457754192","0.00417586033671447"
"122","Jout","endow","","12.5678540839735","8.58822489394016","0.143362869688012"
"123","Jout","creation","","9.53414651287458","4.89727950394506","0.0515557102855293"
"124","altX","eval","alcohol2","-0.158873062166831","0.278908258755138","0.568932201618874"
"125","altX","endow","alcohol2","0.291087690900566","0.568553459481957","0.608665387723072"
"126","altX","creation","alcohol2","-0.504650865423872","0.415547457964603","0.22458580076568"
"127","altSqX","eval","alcohol2","-0.0642009360495566","0.257915341143607","0.80342071687804"
"128","altSqX","endow","alcohol2","0.0868612267262197","0.666567135167489","0.89632014398714"
"129","altSqX","creation","alcohol2","-0.211108545713444","0.433932908551535","0.626612401990136"
"130","egoX","eval","alcohol2","-0.18024988099401","0.305241425007514","0.554844903416785"
"131","egoX","endow","alcohol2","-0.735291623981894","0.962308015465147","0.444812563130771"
"132","egoX","creation","alcohol2","0.192381063217778","0.570339863819575","0.735883587168993"
"133","simX","eval","alcohol2","1.63917367854773","0.975276225057095","0.0928158351816865"
"134","simX","endow","alcohol2","5.85404325906663","3.11053542196407","0.0598353349191012"
"135","simX","creation","alcohol2","0.35925745728369","1.39976249358913","0.797444332699078"
"136","simRecipX","eval","alcohol2","2.28235011536517","1.49765974928593","0.127522612994287"
"137","simRecipX","endow","alcohol2","4.5069816418448","2.90586641576163","0.120903099890694"
"138","simRecipX","creation","alcohol2","1.79621960066361","3.28976633440321","0.585064436522719"
"139","simXTransTrip","eval","alcohol2","8.34017373902608","5.28426365845251","0.114495819159535"
"140","simXTransTrip","endow","alcohol2","127.088214375322","1002.33536790228","0.899104942104614"
"141","simXTransTrip","creation","alcohol2","13.198003344836","7.06915993406645","0.0619039238902239"
"142","sameX","eval","alcohol2","1.06048007790688","0.563260957037441","0.0597341329284757"
"143","sameX","endow","alcohol2","4.84618709157934","1.53940540059089","0.00164340960455833"
"144","sameX","creation","alcohol2","-0.171948024133013","0.872020642276901","0.843683994434555"
"145","sameXRecip","eval","alcohol2","1.92111000324473","1.42484509431795","0.177563861102485"
"146","sameXRecip","endow","alcohol2","8.32118320789763","19.3731233285391","0.667543367227477"
"147","sameXRecip","creation","alcohol2","-0.28480680938548","2.51724849682117","0.909917889396194"
"148","sameXInPop","eval","alcohol2","0.561423306396036","0.545905723030894","0.303749770036303"
"149","sameXInPop","endow","alcohol2","-4.88332908468758","39.1255538142767","0.900672580056208"
"150","sameXInPop","creation","alcohol2","1.19722630108759","0.77596139493668","0.122856459129465"
"151","diffXInPop","eval","alcohol2","0.163013330487284","0.299441408693766","0.586172156143926"
"152","diffXInPop","endow","alcohol2","-0.0617318760629739","0.909210552045749","0.945868321013579"
"153","diffXInPop","creation","alcohol2","0.188084443936472","0.565673605952412","0.73951444909887"
"154","sameXOutAct","eval","alcohol2","0.418067942705354","0.292993201001783","0.153612711496686"
"155","sameXOutAct","endow","alcohol2","4.86763783881183","1.57693471852671","0.00202342772621578"
"156","sameXOutAct","creation","alcohol2","-0.177614825573011","0.698526092776631","0.79928631575793"
"157","homXOutAct","eval","alcohol2","-0.127996200914973","0.482172589207985","0.790657252155728"
"158","homXOutAct","endow","alcohol2","-30.0200796654276","42654.2759569305","0.999438448887847"
"159","homXOutAct","creation","alcohol2","0.321667139654","0.481716874831754","0.504292264689237"
"160","altXOutAct","eval","alcohol2","-0.0897196017572926","0.187409923989831","0.632127498096122"
"161","altXOutAct","endow","alcohol2","-0.0312019129029472","0.474284540409263","0.947547144704679"
"162","altXOutAct","creation","alcohol2","-0.148839964114277","0.289099738575524","0.606665182362789"
"163","diffXOutAct","eval","alcohol2","-0.42106252193878","0.348975690123695","0.227598974563049"
"164","diffXOutAct","endow","alcohol2","-35.1178394818352","99520394.1101681","0.99999971844985"
"165","diffXOutAct","creation","alcohol2","-0.0126932478838028","0.279900134243025","0.963828969782031"
"166","sameXTransTrip","eval","alcohol2","2.91764637510126","1.44131802802511","0.0429402717031881"
"167","sameXTransTrip","endow","alcohol2","181.396756228758","79.0106852445359","0.0216844055002173"
"168","sameXTransTrip","creation","alcohol2","3.91860163191729","2.05506361386843","0.0565460921495708"
"169","diffXTransTrip","eval","alcohol2","0.781651421185291","0.33730262734981","0.0204841609033253"
"170","diffXTransTrip","endow","alcohol2","-50.1443547202272","170.631461687075","0.768853270244924"
"171","diffXTransTrip","creation","alcohol2","1.4729563330502","0.633852743843241","0.0201354267488451"
"172","homXTransTrip","eval","alcohol2","-12.0968276752975","0.0947838804015956","0"
"173","homXTransTrip","endow","alcohol2","0",NA,NA
"174","homXTransTrip","creation","alcohol2","-0.209568366077109","112.125610543879","0.998508714774796"
"175","jumpXTransTrip","eval","alcohol2","3.26602600323115","1.02134877043922","0.00138500549037068"
"176","jumpXTransTrip","endow","alcohol2","-28.5709875751659","0.886357506669645","0"
"177","jumpXTransTrip","creation","alcohol2","4.96213365492339","2.57647868190375","0.0541123361605229"
"178","egoXaltX","eval","alcohol2","0.14067224226933","0.280306033955","0.615771384569665"
"179","egoXaltX","endow","alcohol2","1.86243475084073","1.31892277251961","0.157924111721786"
"180","egoXaltX","creation","alcohol2","-0.298109755483413","0.410802689613028","0.468037264439039"
"181","egoXaltXRecip","eval","alcohol2","0.418004804476779","0.47132662181327","0.375149622227379"
"182","egoXaltXRecip","endow","alcohol2","2.51405544696556","1.59964889098815","0.116036492095724"
"183","egoXaltXRecip","creation","alcohol2","-0.174081685887639","1.03803839832446","0.866817290380431"
"184","higher","eval","alcohol2","0.624498771019633","0.867244382182426","0.471466202241801"
"185","higher","endow","alcohol2","-3.72691428919053","5.9410494327493","0.530452236228299"
"186","higher","creation","alcohol2","2.70165944831511","3.04806321940471","0.375427431184025"
"187","IndTies","eval","alcohol2","0.334837188539211","0.763812999514383","0.661113835120705"
"188","altDist2","eval","alcohol2","-0.190083743571499","0.730110413762155","0.794594338533679"
"189","altDist2","endow","alcohol2","-1.43360899255574","1.55925179263334","0.357875359010532"
"190","altDist2","creation","alcohol2","-0.143013601293185","0.915165494522576","0.875819608516321"
"191","totDist2","eval","alcohol2","-0.225243556810678","0.541479570353442","0.677426144858525"
"192","totDist2","endow","alcohol2","-0.622555520353565","0.794287377371218","0.433162591214251"
"193","totDist2","creation","alcohol2","-0.258478636239961","0.56495298688736","0.647295618621384"
"194","simDist2","eval","alcohol2","45.9585370580888","459.299271133813","0.92029487291784"
