"ip_address","nick_name","start_time","end_time","pic_id","response_no","conf_level","choice_reason","description"
NA,"A3MPHGI584PR1U",1469735794.34978,1469735803.25546,12,"7","Certain","Most Complex Structure","turk21"
NA,"AS18U8QBF6PJF",1469735789.07254,1469735825.18368,9,"4","Uncertain","Most Complex Structure","turk21"
NA,"AS18U8QBF6PJF",1469735825.26148,1469735839.48811,11,"6","Uncertain","Most Complex Structure","turk21"
NA,"AS18U8QBF6PJF",1469735839.53367,1469735846.70328,12,"7","Uncertain","Most Complex Structure","turk21"
NA,"A2RBF3IIJP15IH",1469735972.92574,1469735983.33571,18,"11","Certain","Least Complex Structure","turk21"
NA,"A2RBF3IIJP15IH",1469735983.38617,1469735990.9898,1,"2","Certain","Most Complex Structure","turk21"
NA,"A2RBF3IIJP15IH",1469735991.15784,1469736002.39539,10,"2","Neutral","Least Complex Structure","turk21"
NA,"A2RBF3IIJP15IH",1469736002.46269,1469736007.49385,6,"4","Very Certain","Most Complex Structure","turk21"
NA,"A2RBF3IIJP15IH",1469736007.54174,1469736015.73027,15,"8","Certain","Least Complex Structure","turk21"
NA,"A2RBF3IIJP15IH",1469736015.90544,1469736022.54068,11,"6","Certain","Most Complex Structure","turk21"
NA,"A2RBF3IIJP15IH",1469736022.58556,1469736057.96178,20,"9","Neutral","Least Complex Structure","turk21"
NA,"A2RBF3IIJP15IH",1469736058.05297,1469736069.14381,24,"10","Certain","Most Complex Structure","turk21"
NA,"A2RBF3IIJP15IH",1469736069.19012,1469736075.26859,21,"5","Very Certain","Most Complex Structure","turk21"
NA,"A1TH0PTGDSBWMO",1469736002.34824,1469736078.53563,1,"3","Certain","Most Complex Structure","turk21"
NA,"A2RBF3IIJP15IH",1469736075.31614,1469736084.38709,4,"12","Certain","Least Complex Structure","turk21"
NA,"A1TH0PTGDSBWMO",1469736078.58344,1469736119.05091,7,"9","Certain","Least Complex Structure","turk21"
NA,"A1TH0PTGDSBWMO",1469736119.10222,1469736151.6836,5,"3","Certain","Most Complex Structure","turk21"
NA,"A1TH0PTGDSBWMO",1469736151.72832,1469736163.18354,11,"7","Certain","Most Complex Structure","turk21"
NA,"A1TH0PTGDSBWMO",1469736163.23215,1469736231.46935,8,"4","Certain","Least Complex Structure","turk21"
NA,"A1TH0PTGDSBWMO",1469736231.52344,1469736244.63352,18,"10","Certain","Most Complex Structure","turk21"
NA,"A1FHS282JP487T",1469736239.76035,1469736252.02897,10,"6","Certain","Most Complex Structure","turk21"
NA,"A1TH0PTGDSBWMO",1469736244.71307,1469736259.20011,21,"9","Certain","Most Complex Structure","turk21"
NA,"A1FHS282JP487T",1469736252.07891,1469736260.0611,5,"11","Neutral","Most Complex Structure","turk21"
NA,"A1FHS282JP487T",1469736260.12353,1469736266.3599,6,"4","Certain","Most Complex Structure","turk21"
NA,"A1TH0PTGDSBWMO",1469736259.24549,1469736272.83343,23,"6","Certain","Most Complex Structure","turk21"
NA,"A1FHS282JP487T",1469736266.40976,1469736279.54032,19,"10","Certain","Most Complex Structure","turk21"
NA,"A1FHS282JP487T",1469736279.59396,1469736286.124,11,"6","Certain","Most Complex Structure","turk21"
NA,"A1TH0PTGDSBWMO",1469736272.88296,1469736299.2756,13,"3","Certain","Most Complex Structure","turk21"
NA,"A1FHS282JP487T",1469736286.16909,1469736300.3878,24,"12","Certain","Most Complex Structure","turk21"
NA,"A1FHS282JP487T",1469736300.48354,1469736306.47672,12,"7","Certain","Most Complex Structure","turk21"
NA,"A1TH0PTGDSBWMO",1469736299.32511,1469736308.10312,17,"4","Certain","Least Complex Structure","turk21"
NA,"A1FHS282JP487T",1469736306.53784,1469736318.1902,18,"6","Certain","Most Complex Structure","turk21"
NA,"A1FHS282JP487T",1469736318.34871,1469736338.52338,21,"5","Certain","Most Complex Structure","turk21"
NA,"A1FHS282JP487T",1469736338.57159,1469736356.136,3,"5","Neutral","Least Complex Structure","turk21"
NA,"A1OQ3KL56KMQSU",1469736442.74641,1469736450.03406,8,"4","Certain","Most Complex Structure","turk21"
NA,"A2HHGI5CNSS5PD",1469736389.71942,1469736456.53195,8,"4","Certain","Most Complex Structure","turk21"
NA,"A1OQ3KL56KMQSU",1469736450.07835,1469736460.37828,15,"11","Neutral","Least Complex Structure","turk21"
NA,"A3083883A6RJES",1469736447.05993,1469736461.14617,8,"12","Certain","Least Complex Structure","turk21"
NA,"A1OQ3KL56KMQSU",1469736460.44898,1469736464.92173,21,"5","Certain","Most Complex Structure","turk21"
NA,"A3U3L1XQVR362A",1469736448.20921,1469736465.57602,8,"4","Certain","Most Complex Structure","turk21"
NA,"A3083883A6RJES",1469736461.29792,1469736473.90213,15,"11","Certain","Least Complex Structure","turk21"
NA,"A1OQ3KL56KMQSU",1469736464.97029,1469736475.4162,12,"7","Certain","Most Complex Structure","turk21"
NA,"A3N0QZ9ZKUCTCQ",1469736468.48921,1469736479.22947,8,"4","Certain","Most Complex Structure","turk21"
NA,"A3083883A6RJES",1469736473.95035,1469736485.86462,21,"3","Certain","Least Complex Structure","turk21"
NA,"A1OQ3KL56KMQSU",1469736475.50503,1469736488.78731,3,"5","Certain","Least Complex Structure","turk21"
NA,"A1OQ3KL56KMQSU",1469736488.99395,1469736493.54886,6,"4","Certain","Most Complex Structure","turk21"
NA,"A1OQ3KL56KMQSU",1469736493.59162,1469736500.31455,5,"12","Very Certain","Least Complex Structure","turk21"
NA,"A3U3L1XQVR362A",1469736465.62512,1469736505.50721,15,"2","Neutral","Most Complex Structure","turk21"
NA,"A1OQ3KL56KMQSU",1469736500.38871,1469736507.53775,16,"11","Certain","Most Complex Structure","turk21"
NA,"A3083883A6RJES",1469736485.90845,1469736513.10816,12,"5","Certain","Least Complex Structure","turk21"
NA,"A1OQ3KL56KMQSU",1469736507.58866,1469736516.93306,25,"4","Neutral","Least Complex Structure","turk21"
NA,"A3U3L1XQVR362A",1469736505.55389,1469736519.38616,21,"11","Neutral","Most Complex Structure","turk21"
NA,"A3N0QZ9ZKUCTCQ",1469736479.27541,1469736521.32338,15,"12","Certain","Most Complex Structure","turk21"
NA,"A1OQ3KL56KMQSU",1469736516.98062,1469736523.75133,20,"11","Certain","Least Complex Structure","turk21"
NA,"A3083883A6RJES",1469736513.16406,1469736523.87275,3,"5","Certain","Least Complex Structure","turk21"
NA,"A3N0QZ9ZKUCTCQ",1469736521.41358,1469736527.08722,21,"5","Very Certain","Most Complex Structure","turk21"
NA,"A3083883A6RJES",1469736523.91973,1469736537.71387,6,"3","Certain","Least Complex Structure","turk21"
NA,"A3083883A6RJES",1469736537.76484,1469736548.06702,5,"5","Certain","Least Complex Structure","turk21"
NA,"A3N0QZ9ZKUCTCQ",1469736527.1411,1469736549.48294,12,"7","Very Certain","Most Complex Structure","turk21"
NA,"A3U3L1XQVR362A",1469736519.43169,1469736553.10106,12,"6","Neutral","Most Complex Structure","turk21"
NA,"A3083883A6RJES",1469736548.11193,1469736561.10381,16,"9","Neutral","Most Complex Structure","turk21"
NA,"A2HHGI5CNSS5PD",1469736456.6182,1469736571.66719,15,"10","Certain","Most Complex Structure","turk21"
NA,"A3U3L1XQVR362A",1469736553.16422,1469736574.94929,3,"10","Uncertain","Most Complex Structure","turk21"
NA,"A3083883A6RJES",1469736561.15443,1469736577.92372,25,"10","Neutral","Least Complex Structure","turk21"
NA,"A2HHGI5CNSS5PD",1469736571.71323,1469736591.72936,21,"5","Very Certain","Most Complex Structure","turk21"
NA,"A3083883A6RJES",1469736577.97557,1469736591.87635,20,"9","Uncertain","Least Complex Structure","turk21"
NA,"A3U3L1XQVR362A",1469736574.99378,1469736595.03058,6,"4","Neutral","Least Complex Structure","turk21"
NA,"A3N0QZ9ZKUCTCQ",1469736549.64981,1469736595.62778,3,"4","Certain","Most Complex Structure","turk21"
NA,"A3N0QZ9ZKUCTCQ",1469736595.67319,1469736603.56813,6,"4","Very Certain","Most Complex Structure","turk21"
NA,"A3N0QZ9ZKUCTCQ",1469736603.6237,1469736616.52517,5,"12","Certain","Least Complex Structure","turk21"
NA,"A2HHGI5CNSS5PD",1469736591.77477,1469736619.52741,12,"7","Very Certain","Most Complex Structure","turk21"
NA,"A3N0QZ9ZKUCTCQ",1469736616.57406,1469736632.32891,16,"11","Certain","Most Complex Structure","turk21"
NA,"A3N0QZ9ZKUCTCQ",1469736632.37456,1469736701.00686,25,"4","Neutral","Least Complex Structure","turk21"
NA,"A2HHGI5CNSS5PD",1469736619.57632,1469736741.83475,3,"5","Neutral","Least Complex Structure","turk21"
NA,"A3N0QZ9ZKUCTCQ",1469736701.05319,1469736760.17778,20,"9","Certain","Least Complex Structure","turk21"
NA,"A2HHGI5CNSS5PD",1469736741.88353,1469736763.79614,6,"4","Very Certain","Most Complex Structure","turk21"
NA,"A3U3L1XQVR362A",1469736595.17993,1469736769.29439,5,"11","Neutral","Most Complex Structure","turk21"
NA,"A3U3L1XQVR362A",1469736769.40483,1469736779.39675,16,"11","Certain","Most Complex Structure","turk21"
NA,"A3U3L1XQVR362A",1469736779.4452,1469736798.91714,25,"3","Certain","Most Complex Structure","turk21"
NA,"A2HHGI5CNSS5PD",1469736763.84813,1469736801.58019,5,"12","Certain","Least Complex Structure","turk21"
NA,"A3U3L1XQVR362A",1469736798.97599,1469736815.84744,20,"1","Uncertain","Most Complex Structure","turk21"
NA,"A2HHGI5CNSS5PD",1469736801.63029,1469736850.61115,16,"10","Certain","Least Complex Structure","turk21"
NA,"A2HHGI5CNSS5PD",1469736850.77696,1469736880.6206,25,"7","Certain","Most Complex Structure","turk21"
NA,"A2HHGI5CNSS5PD",1469736880.70389,1469736940.78803,20,"9","Certain","Least Complex Structure","turk21"
NA,"A3US0VOOEK3VZ8",1469737226.75581,1469737261.3197,2,"5","Certain","Most Complex Structure","turk21"
NA,"A7RAVFS10BUZ1",1469737375.43929,1469737390.35586,16,"10","Certain","Least Complex Structure","turk21"
NA,"A7RAVFS10BUZ1",1469737390.40098,1469737407.22234,5,"12","Very Certain","Least Complex Structure","turk21"
NA,"A7RAVFS10BUZ1",1469737407.2758,1469737417.29173,6,"4","Certain","Most Complex Structure","turk21"
NA,"A7RAVFS10BUZ1",1469737417.33908,1469737425.21339,21,"5","Certain","Most Complex Structure","turk21"
NA,"A7RAVFS10BUZ1",1469737425.27574,1469737442.62104,10,"4","Certain","Least Complex Structure","turk21"
NA,"A7RAVFS10BUZ1",1469737442.68545,1469737454.41176,18,"11","Very Certain","Least Complex Structure","turk21"
NA,"A1ZZ7YO3YASNIP",1469736886.94736,1469737465.70094,5,"12","Certain","Least Complex Structure","turk21"
NA,"A7RAVFS10BUZ1",1469737454.54191,1469737465.79962,22,"11","Very Certain","Most Complex Structure","turk21"
NA,"A1ZZ7YO3YASNIP",1469737465.74861,1469737476.59501,12,"5","Certain","Least Complex Structure","turk21"
NA,"A7RAVFS10BUZ1",1469737465.84744,1469737479.74306,14,"9","Certain","Most Complex Structure","turk21"
NA,"A7RAVFS10BUZ1",1469737479.78855,1469737490.5216,4,"12","Uncertain","Least Complex Structure","turk21"
NA,"A7RAVFS10BUZ1",1469737490.59374,1469737500.94698,13,"8","Certain","Most Complex Structure","turk21"
NA,"A1ZZ7YO3YASNIP",1469737476.64039,1469737522.03843,14,"9","Certain","Most Complex Structure","turk21"
NA,"A1ZZ7YO3YASNIP",1469737522.08351,1469737545.35004,9,"4","Certain","Most Complex Structure","turk21"
NA,"A1ZZ7YO3YASNIP",1469737545.40064,1469737561.92151,8,"7","Certain","Least Complex Structure","turk21"
NA,"A1ZZ7YO3YASNIP",1469737561.99405,1469737594.59631,1,"6","Certain","Least Complex Structure","turk21"
NA,"A1ZZ7YO3YASNIP",1469737594.64826,1469737626.60527,24,"2","Certain","Least Complex Structure","turk21"
NA,"A1ZZ7YO3YASNIP",1469737626.6479,1469737663.2404,16,"10","Certain","Least Complex Structure","turk21"
NA,"A1ZZ7YO3YASNIP",1469737663.29388,1469737671.90372,23,"5","Certain","Least Complex Structure","turk21"
NA,"A2FUPODRRCESB",1469737681.43592,1469737689.26153,20,"12","Neutral","Most Complex Structure","turk21"
NA,"A1ZZ7YO3YASNIP",1469737671.94832,1469737690.63869,17,"5","Certain","Most Complex Structure","turk21"
NA,"A2FUPODRRCESB",1469737689.31471,1469737700.09438,4,"4,10","Neutral","Most Complex Structure","turk21"
NA,"A2FUPODRRCESB",1469737700.14006,1469737708.46324,14,"1","Certain","Least Complex Structure","turk21"
NA,"A2FUPODRRCESB",1469737708.51169,1469737716.52992,24,"4","Very Uncertain","Least Complex Structure","turk21"
NA,"A2FUPODRRCESB",1469737716.57687,1469737723.29995,22,"11","Certain","Most Complex Structure","turk21"
NA,"A2FUPODRRCESB",1469737723.38622,1469737732.48118,6,"4","Certain","Most Complex Structure","turk21"
NA,"A2FUPODRRCESB",1469737732.52882,1469737742.27218,3,"11","Uncertain","Least Complex Structure","turk21"
NA,"A2FUPODRRCESB",1469737742.32782,1469737747.80956,7,"9","Uncertain","Least Complex Structure","turk21"
NA,"A2FUPODRRCESB",1469737747.8669,1469737754.90009,16,"11","Neutral","Most Complex Structure","turk21"
NA,"A2FUPODRRCESB",1469737754.95588,1469737760.54895,12,"12","Uncertain","Least Complex Structure","turk21"
NA,"A16ICTTBPD7Q6Y",1469737898.20377,1469737923.30215,8,"4","Certain","Most Complex Structure","turk21"
NA,"AWW4I36TBGE2D",1469737949.91962,1469737960.39046,12,"7","Certain","Most Complex Structure","turk21"
NA,"AWW4I36TBGE2D",1469737960.43846,1469737975.60822,9,"1","Neutral","Other, most lines","turk21"
NA,"AWW4I36TBGE2D",1469737975.76803,1469737987.59852,8,"2","Certain","Most Complex Structure","turk21"
NA,"AWW4I36TBGE2D",1469737987.65137,1469737998.52702,23,"6","Certain","Least Complex Structure","turk21"
NA,"A16ICTTBPD7Q6Y",1469737923.37269,1469738002.29097,1,"3","Uncertain","Other, no lines that connect more than two points","turk21"
NA,"AWW4I36TBGE2D",1469737998.57441,1469738017.30252,18,"6","Neutral","Most Complex Structure","turk21"
NA,"A16ICTTBPD7Q6Y",1469738002.33721,1469738017.54225,12,"7","Neutral","Most Complex Structure","turk21"
NA,"A3MIIUL4O2DPY7",1469738007.33442,1469738020.15567,12,"5","Very Certain","Least Complex Structure","turk21"
NA,"A3MIIUL4O2DPY7",1469738020.19847,1469738031.93116,9,"4","Certain","Most Complex Structure","turk21"
NA,"A16ICTTBPD7Q6Y",1469738017.58583,1469738037.98805,3,"5","Uncertain","Least Complex Structure","turk21"
NA,"AWW4I36TBGE2D",1469738017.35099,1469738039.96448,19,"1","Certain","Other, looks vaguely like a clock","turk21"
NA,"A3MIIUL4O2DPY7",1469738031.9866,1469738048.43858,8,"4","Very Certain","Most Complex Structure","turk21"
NA,"A1YD6IATEIIG4X",1469738036.02277,1469738054.59559,12,"7","Uncertain","Other, No dots","turk21"
NA,"A3MIIUL4O2DPY7",1469738048.49543,1469738060.73327,23,"8","Certain","Most Complex Structure","turk21"
NA,"AWW4I36TBGE2D",1469738040.20615,1469738068.21736,11,"1","Very Certain","Other, all the others look like vague faces","turk21"
NA,"A1YD6IATEIIG4X",1469738054.64396,1469738068.89946,9,"1","Uncertain","Least Complex Structure","turk21"
NA,"A16ICTTBPD7Q6Y",1469738038.05296,1469738080.76484,11,"6","Uncertain","Most Complex Structure","turk21"
NA,"A1YD6IATEIIG4X",1469738068.94812,1469738084.70767,8,"4","Uncertain","Most Complex Structure","turk21"
NA,"AWW4I36TBGE2D",1469738068.26227,1469738088.02409,21,"5","Certain","Most Complex Structure","turk21"
NA,"A3MIIUL4O2DPY7",1469738060.78755,1469738091.5689,18,"8","Certain","Least Complex Structure","turk21"
NA,"A1YD6IATEIIG4X",1469738084.76428,1469738097.74272,23,"8","Certain","Most Complex Structure","turk21"
NA,"A16ICTTBPD7Q6Y",1469738080.82275,1469738099.55337,24,"12","Neutral","Most Complex Structure","turk21"
NA,"A3MIIUL4O2DPY7",1469738091.61414,1469738099.64037,19,"10","Very Certain","Most Complex Structure","turk21"
NA,"AWW4I36TBGE2D",1469738088.07103,1469738101.42029,3,"5","Certain","Least Complex Structure","turk21"
NA,"A3MIIUL4O2DPY7",1469738099.68456,1469738110.5827,11,"6","Very Certain","Most Complex Structure","turk21"
NA,"AWW4I36TBGE2D",1469738101.67854,1469738110.80183,1,"6","Certain","Least Complex Structure","turk21"
NA,"A3MIIUL4O2DPY7",1469738110.63089,1469738118.46258,21,"5","Very Certain","Most Complex Structure","turk21"
NA,"A3MIIUL4O2DPY7",1469738118.52161,1469738125.90375,3,"4","Certain","Least Complex Structure","turk21"
NA,"A1YD6IATEIIG4X",1469738097.79288,1469738132.25923,18,"12","Certain","Least Complex Structure","turk21"
NA,"A16ICTTBPD7Q6Y",1469738099.59985,1469738141.65302,19,"10","Neutral","Most Complex Structure","turk21"
NA,"A3MIIUL4O2DPY7",1469738125.94895,1469738145.7676,1,"2","Certain","Most Complex Structure","turk21"
NA,"A1YD6IATEIIG4X",1469738132.30909,1469738146.61754,19,"10","Certain","Most Complex Structure","turk21"
NA,"A16ICTTBPD7Q6Y",1469738141.70137,1469738150.57277,21,"5","Certain","Most Complex Structure","turk21"
NA,"A1YD6IATEIIG4X",1469738146.66829,1469738160.97158,11,"6","Neutral","Most Complex Structure","turk21"
NA,"A1YD6IATEIIG4X",1469738161.04264,1469738166.74613,21,"5","Very Certain","Most Complex Structure","turk21"
NA,"A16ICTTBPD7Q6Y",1469738150.62375,1469738169.85889,10,"10","Uncertain","Least Complex Structure","turk21"
NA,"A16ICTTBPD7Q6Y",1469738169.90602,1469738181.86979,17,"5","Neutral","Most Complex Structure","turk21"
NA,"A1YD6IATEIIG4X",1469738166.80097,1469738190.13738,3,"4","Certain","Least Complex Structure","turk21"
NA,"A1YD6IATEIIG4X",1469738190.21159,1469738198.999,1,"2","Certain","Most Complex Structure","turk21"
NA,"A1X94LTZZQMHTP",1469738669.58629,1469738676.95213,8,"7","Certain","Least Complex Structure","turk21"
NA,"A1X94LTZZQMHTP",1469738677.00451,1469738682.65056,12,"7","Certain","Least Complex Structure","turk21"
NA,"A1X94LTZZQMHTP",1469738682.69688,1469738689.83753,25,"7","Certain","Most Complex Structure","turk21"
NA,"A1X94LTZZQMHTP",1469738689.92818,1469738696.16821,22,"6","Neutral","Most Complex Structure","turk21"
NA,"A1X94LTZZQMHTP",1469738696.22154,1469738701.82745,14,"9","Certain","Least Complex Structure","turk21"
NA,"A1X94LTZZQMHTP",1469738701.91414,1469738712.57988,6,"8","Certain","Least Complex Structure","turk21"
NA,"A1X94LTZZQMHTP",1469738712.62213,1469738722.33925,20,"12","Certain","Least Complex Structure","turk21"
NA,"A1X94LTZZQMHTP",1469738722.40083,1469738726.96346,2,"12","Certain","Least Complex Structure","turk21"
NA,"A1X94LTZZQMHTP",1469738727.00849,1469738732.71612,4,"12","Neutral","Least Complex Structure","turk21"
NA,"A1X94LTZZQMHTP",1469738732.77076,1469738740.14672,17,"11,12","Neutral","Least Complex Structure","turk21"
NA,"A1EQ2HDHF2WWSY",1469739013.45507,1469739025.6937,10,"9","Certain","Least Complex Structure","turk21"
NA,"A1EQ2HDHF2WWSY",1469739025.74516,1469739035.17121,12,"7","Certain","Most Complex Structure","turk21"
NA,"A1EQ2HDHF2WWSY",1469739035.24007,1469739099.35459,5,"12","Certain","Least Complex Structure","turk21"
NA,"A1EQ2HDHF2WWSY",1469739099.41818,1469739109.58509,17,"9","Certain","Least Complex Structure","turk21"
NA,"A1EQ2HDHF2WWSY",1469739109.6326,1469739119.41058,11,"6","Neutral","Most Complex Structure","turk21"
NA,"A1EQ2HDHF2WWSY",1469739119.45582,1469739130.68447,7,"9","Certain","Least Complex Structure","turk21"
NA,"A1EQ2HDHF2WWSY",1469739130.74706,1469739141.51773,23,"2","Very Certain","Most Complex Structure","turk21"
NA,"A1EQ2HDHF2WWSY",1469739141.56472,1469739151.47521,22,"11","Certain","Most Complex Structure","turk21"
NA,"A1EQ2HDHF2WWSY",1469739151.52243,1469739164.33255,4,"12","Neutral","Least Complex Structure","turk21"
NA,"A1EQ2HDHF2WWSY",1469739164.38484,1469739174.18435,18,"11","Certain","Least Complex Structure","turk21"
NA,"A61GHYNS1DFT7",1469740964.31042,1469740982.29518,23,"6","Uncertain","Most Complex Structure","turk21"
NA,"A61GHYNS1DFT7",1469740982.34176,1469740998.39953,8,"12","Uncertain","Most Complex Structure","turk21"
NA,"A61GHYNS1DFT7",1469740998.44527,1469741010.01682,9,"2","Certain","Most Complex Structure","turk21"
NA,"A61GHYNS1DFT7",1469741010.06865,1469741017.52995,15,"11","Uncertain","Most Complex Structure","turk21"
NA,"A61GHYNS1DFT7",1469741017.58603,1469741032.09372,16,"10","Certain","Most Complex Structure","turk21"
NA,"A61GHYNS1DFT7",1469741032.13952,1469741042.35518,19,"11","Certain","Most Complex Structure","turk21"
NA,"A61GHYNS1DFT7",1469741042.41348,1469741057.26989,1,"10","Certain","Most Complex Structure","turk21"
NA,"A61GHYNS1DFT7",1469741057.32545,1469741066.67147,22,"7","Neutral","Most Complex Structure","turk21"
NA,"A61GHYNS1DFT7",1469741066.72057,1469741073.52801,2,"12","Certain","Most Complex Structure","turk21"
NA,"A61GHYNS1DFT7",1469741073.62306,1469741082.2013,14,"9","Uncertain","Least Complex Structure","turk21"
NA,"A2HBI8BAE2C5QH",1469741166.13253,1469741183.46513,9,"12","Neutral","Most Complex Structure","turk21"
NA,"A2HBI8BAE2C5QH",1469741183.51092,1469741208.53764,3,"9","Neutral","Most Complex Structure","turk21"
NA,"A2HBI8BAE2C5QH",1469741208.5887,1469741225.30354,5,"12","Neutral","Least Complex Structure","turk21"
NA,"A2HBI8BAE2C5QH",1469741225.35241,1469741232.53117,13,"8","Certain","Most Complex Structure","turk21"
NA,"A2HBI8BAE2C5QH",1469741232.58823,1469741260.1434,20,"1","Neutral","Most Complex Structure","turk21"
NA,"A2HBI8BAE2C5QH",1469741260.19056,1469741268.78435,11,"6","Neutral","Most Complex Structure","turk21"
NA,"A2HBI8BAE2C5QH",1469741268.8789,1469741282.84057,10,"6","Uncertain","Most Complex Structure","turk21"
NA,"A2HBI8BAE2C5QH",1469741282.90763,1469741289.68966,21,"5","Certain","Most Complex Structure","turk21"
NA,"A2HBI8BAE2C5QH",1469741289.74673,1469741306.71433,18,"1","Neutral","Most Complex Structure","turk21"
NA,"A2HBI8BAE2C5QH",1469741306.76053,1469741351.31067,24,"2","Uncertain","Least Complex Structure","turk21"
NA," APO6KZZ79PO9Q",1469744165.89543,1469744181.93478,4,"5","Certain","Least Complex Structure","turk21"
NA," APO6KZZ79PO9Q",1469744182.05406,1469744189.166,11,"7","Certain","Least Complex Structure","turk21"
NA," APO6KZZ79PO9Q",1469744189.23924,1469744197.54113,16,"8","Certain","Least Complex Structure","turk21"
NA," APO6KZZ79PO9Q",1469744197.65291,1469744206.76302,22,"11","Certain","Most Complex Structure","turk21"
NA," APO6KZZ79PO9Q",1469744206.82529,1469744224.94439,24,"3","Certain","Least Complex Structure","turk21"
NA," APO6KZZ79PO9Q",1469744225.00277,1469744231.64968,3,"5","Neutral","Least Complex Structure","turk21"
NA," APO6KZZ79PO9Q",1469744231.69224,1469744240.913,17,"5","Certain","Most Complex Structure","turk21"
NA," APO6KZZ79PO9Q",1469744240.96184,1469744247.32666,14,"10","Certain","Least Complex Structure","turk21"
NA," APO6KZZ79PO9Q",1469744247.3985,1469744256.38637,6,"9","Certain","Least Complex Structure","turk21"
NA," APO6KZZ79PO9Q",1469744256.42703,1469744266.88505,10,"1","Certain","Least Complex Structure","turk21"
