"ip_address","nick_name","start_time","end_time","pic_id","response_no","conf_level","choice_reason","description"
NA,"A321AGEY23DDEH",1469733083.85133,1469733089.21247,14,"1","Very Uncertain","Least Complex Structure","turk21"
NA,"A7KLTVEIASF4J",1469733084.07972,1469733089.47084,14,"1","Very Uncertain","Least Complex Structure","turk21"
NA,"A1FMCJY3HXP0SA",1469733063.05808,1469733091.73713,1,"2","Certain","Other, only one with bigger than a triangle","turk21"
NA,"A3O3X4G41BPMJR",1469733083.92955,1469733092.71135,14,"10","Certain","Least Complex Structure","turk21"
NA,"A7KLTVEIASF4J",1469733089.54855,1469733093.73832,24,"2","Neutral","Most Complex Structure","turk21"
NA,"A321AGEY23DDEH",1469733089.28716,1469733094.67679,24,"4","Very Uncertain","Least Complex Structure","turk21"
NA,"A7KLTVEIASF4J",1469733093.78597,1469733103.21342,11,"7","Very Uncertain","Least Complex Structure","turk21"
NA,"A321AGEY23DDEH",1469733094.72495,1469733105.18029,11,"8","Very Uncertain","Least Complex Structure","turk21"
NA,"A3O3X4G41BPMJR",1469733092.75414,1469733105.5883,24,"9","Neutral","Least Complex Structure","turk21"
NA,"A321AGEY23DDEH",1469733105.23768,1469733110.36039,21,"3","Very Uncertain","Least Complex Structure","turk21"
NA,"A7KLTVEIASF4J",1469733103.26336,1469733111.30648,21,"5","Very Uncertain","Most Complex Structure","turk21"
NA,"APZEIAO75NCHM",1469733088.95199,1469733111.92403,14,"6","Very Uncertain","Most Complex Structure","turk21"
NA,"A321AGEY23DDEH",1469733110.40579,1469733115.57443,3,"4","Very Uncertain","Least Complex Structure","turk21"
NA,"A3O3X4G41BPMJR",1469733105.63423,1469733118.1272,11,"8","Certain","Least Complex Structure","turk21"
NA,"A7KLTVEIASF4J",1469733111.34978,1469733118.46194,3,"8","Very Uncertain","Least Complex Structure","turk21"
NA,"A321AGEY23DDEH",1469733115.6158,1469733120.71341,23,"8","Very Uncertain","Least Complex Structure","turk21"
NA,"A2DFKPLWP01UF3",1469733115.97011,1469733123.03362,8,"2,7,9","Certain","Least Complex Structure","turk21"
NA,"A3O3X4G41BPMJR",1469733118.19587,1469733123.84401,21,"5","Certain","Most Complex Structure","turk21"
NA,"A7KLTVEIASF4J",1469733118.50706,1469733124.78927,23,"6","Very Uncertain","Least Complex Structure","turk21"
NA,"A321AGEY23DDEH",1469733120.76453,1469733126.50336,9,"3","Very Uncertain","Least Complex Structure","turk21"
NA,"A2DFKPLWP01UF3",1469733123.08167,1469733129.66579,24,"5,8,11,6","Uncertain","Most Complex Structure","turk21"
NA,"A3O3X4G41BPMJR",1469733123.88922,1469733132.905,3,"8","Neutral","Least Complex Structure","turk21"
NA,"A321AGEY23DDEH",1469733126.54876,1469733133.33513,17,"5","Very Uncertain","Most Complex Structure","turk21"
NA,"APZEIAO75NCHM",1469733112.09749,1469733139.52253,24,"12","Very Uncertain","Most Complex Structure","turk21"
NA,"A2DFKPLWP01UF3",1469733129.71393,1469733139.94297,3,"2,7,8,9","Certain","Least Complex Structure","turk21"
NA,"A3O3X4G41BPMJR",1469733132.95385,1469733140.94141,23,"2","Certain","Most Complex Structure","turk21"
NA,"A7KLTVEIASF4J",1469733124.86629,1469733143.36752,9,"3","Very Uncertain","Least Complex Structure","turk21"
NA,"A2DFKPLWP01UF3",1469733139.99344,1469733145.55409,25,"2,3,7,9,11","Neutral","Least Complex Structure","turk21"
NA,"APZEIAO75NCHM",1469733139.69895,1469733150.84155,11,"6","Very Uncertain","Most Complex Structure","turk21"
NA,"A321AGEY23DDEH",1469733133.40923,1469733152.19193,5,"2","Very Uncertain","Least Complex Structure","turk21"
NA,"A3O3X4G41BPMJR",1469733140.9863,1469733153.94054,9,"12","Certain","Most Complex Structure","turk21"
NA,"APZEIAO75NCHM",1469733150.92326,1469733156.84677,21,"1","Very Uncertain","Least Complex Structure","turk21"
NA,"A321AGEY23DDEH",1469733152.25313,1469733156.97836,25,"5","Very Uncertain","Least Complex Structure","turk21"
NA,"A7KLTVEIASF4J",1469733143.40709,1469733157.14835,17,"6","Very Uncertain","Least Complex Structure","turk21"
NA,"A2DFKPLWP01UF3",1469733145.61139,1469733161.44523,13,"2,8,6","Neutral","Least Complex Structure","turk21"
NA,"A7KLTVEIASF4J",1469733157.24067,1469733162.91488,5,"11","Very Uncertain","Least Complex Structure","turk21"
NA,"A3O3X4G41BPMJR",1469733153.98779,1469733165.15209,17,"5","Neutral","Most Complex Structure","turk21"
NA,"A2DFKPLWP01UF3",1469733161.49784,1469733165.60672,14,"2,7,4,10","Uncertain","Least Complex Structure","turk21"
NA,"A7KLTVEIASF4J",1469733162.96213,1469733166.72449,25,"5","Very Uncertain","Most Complex Structure","turk21"
NA,"A3O3X4G41BPMJR",1469733165.22521,1469733171.61426,5,"3","Certain","Least Complex Structure","turk21"
NA,"A2DFKPLWP01UF3",1469733165.69805,1469733172.0841,10,"1,8,4,10","Neutral","Most Complex Structure","turk21"
NA,"A3O3X4G41BPMJR",1469733171.68391,1469733176.84438,25,"2","Neutral","Least Complex Structure","turk21"
NA,"A2DFKPLWP01UF3",1469733172.13192,1469733177.00471,20,"3,4,6,10","Uncertain","Most Complex Structure","turk21"
NA,"A1FMCJY3HXP0SA",1469733091.77921,1469733178.74031,24,"12","Uncertain","Most Complex Structure","turk21"
NA,"A2DFKPLWP01UF3",1469733177.04549,1469733184.25513,21,"7,5,10","Uncertain","Most Complex Structure","turk21"
NA,"A2DFKPLWP01UF3",1469733184.30162,1469733188.75562,23,"2,3,4,9,6","Neutral","Most Complex Structure","turk21"
NA,"A1WDUICI1FG9F",1469733187.3118,1469733201.80555,7,"9","Very Certain","Least Complex Structure","turk21"
NA,"A1W5PUJ4372XO7",1469733178.48334,1469733202.09295,7,"11","Certain","Most Complex Structure","turk21"
NA,"A25CFVQND4A0EV",1469733171.9457,1469733204.50949,7,"9","Neutral","Least Complex Structure","turk21"
NA,"A1W5PUJ4372XO7",1469733202.14209,1469733215.92469,23,"8","Certain","Least Complex Structure","turk21"
NA,"A1WDUICI1FG9F",1469733201.84869,1469733218.43963,23,"6","Certain","Least Complex Structure","turk21"
NA,"A1FMCJY3HXP0SA",1469733178.89291,1469733220.59438,12,"7","Certain","Other, longest line","turk21"
NA,"A25CFVQND4A0EV",1469733204.55844,1469733221.90202,23,"8","Neutral","Least Complex Structure","turk21"
NA,"A34930YXVQ8SUT",1469733207.74563,1469733223.07233,14,"9","Very Certain","Most Complex Structure","turk21"
NA,"AFDC9A6Z60W2Z",1469733203.56509,1469733224.94032,14,"1","Neutral","Least Complex Structure","turk21"
NA,"A1WDUICI1FG9F",1469733218.5236,1469733229.00696,4,"12","Very Certain","Least Complex Structure","turk21"
NA,"A1W5PUJ4372XO7",1469733215.96803,1469733232.30121,4,"2","Certain","Most Complex Structure","turk21"
NA,"A1FMCJY3HXP0SA",1469733220.65299,1469733232.70556,22,"4","Neutral","Other, circle","turk21"
NA,"A25CFVQND4A0EV",1469733221.94586,1469733236.24657,4,"5","Neutral","Most Complex Structure","turk21"
NA,"AFDC9A6Z60W2Z",1469733224.98485,1469733239.0045,17,"5","Certain","Most Complex Structure","turk21"
NA,"A1WDUICI1FG9F",1469733229.07697,1469733241.16038,25,"4","Certain","Least Complex Structure","turk21"
NA,"A1FMCJY3HXP0SA",1469733232.74901,1469733244.25446,2,"5","Neutral","Most Complex Structure","turk21"
NA,"AQL960O0LTRI8",1469733235.04016,1469733247.91957,14,"9","Certain","Most Complex Structure","turk21"
NA,"A1WDUICI1FG9F",1469733241.33946,1469733248.42584,9,"12","Certain","Most Complex Structure","turk21"
NA,"A1W5PUJ4372XO7",1469733232.34774,1469733249.01438,25,"3","Certain","Most Complex Structure","turk21"
NA,"A25CFVQND4A0EV",1469733236.29164,1469733249.97661,25,"10","Neutral","Least Complex Structure","turk21"
NA,"A1FMCJY3HXP0SA",1469733244.29517,1469733253.08435,21,"5","Certain","Most Complex Structure","turk21"
NA,"A1WDUICI1FG9F",1469733248.46995,1469733259.19608,21,"5","Certain","Most Complex Structure","turk21"
NA,"AQL960O0LTRI8",1469733247.99802,1469733260.56133,17,"4","Neutral","Most Complex Structure","turk21"
NA,"A25CFVQND4A0EV",1469733250.02378,1469733263.51833,9,"1","Neutral","Most Complex Structure","turk21"
NA,"A34930YXVQ8SUT",1469733223.12127,1469733265.84052,17,"5","Very Certain","Most Complex Structure","turk21"
NA,"AQL960O0LTRI8",1469733260.61345,1469733267.85265,6,"4","Certain","Most Complex Structure","turk21"
NA,"A1WDUICI1FG9F",1469733259.28173,1469733269.31705,19,"1","Certain","Least Complex Structure","turk21"
NA,"A34930YXVQ8SUT",1469733265.92533,1469733271.34575,6,"4","Very Certain","Most Complex Structure","turk21"
NA,"A25CFVQND4A0EV",1469733263.56182,1469733273.74145,21,"5","Neutral","Most Complex Structure","turk21"
NA,"A1WDUICI1FG9F",1469733269.38883,1469733277.38886,14,"9","Very Certain","Most Complex Structure","turk21"
NA,"A1W5PUJ4372XO7",1469733249.07667,1469733277.55633,9,"7","Certain","Least Complex Structure","turk21"
NA,"A25CFVQND4A0EV",1469733273.78123,1469733281.9064,19,"10","Neutral","Most Complex Structure","turk21"
NA,"A1FMCJY3HXP0SA",1469733253.13504,1469733283.52861,25,"2","Uncertain","Least Complex Structure","turk21"
NA,"A1WDUICI1FG9F",1469733277.47235,1469733285.42354,3,"5","Certain","Least Complex Structure","turk21"
NA,"A1W5PUJ4372XO7",1469733277.63887,1469733288.4276,21,"5","Certain","Most Complex Structure","turk21"
NA,"A25CFVQND4A0EV",1469733281.95762,1469733291.06698,14,"9","Neutral","Least Complex Structure","turk21"
NA,"A34930YXVQ8SUT",1469733271.38746,1469733293.41243,22,"12","Certain","Least Complex Structure","turk21"
NA,"A2OFN0A5CPLH57",1469733279.3819,1469733295.88867,22,"6","Uncertain","Most Complex Structure","turk21"
NA,"A1WDUICI1FG9F",1469733285.46547,1469733298.11355,22,"7","Neutral","Least Complex Structure","turk21"
NA,"A1R6ZLM9V362F7",1469733289.30827,1469733298.53983,5,"12","Uncertain","Least Complex Structure","turk21"
NA,"A1FMCJY3HXP0SA",1469733283.58359,1469733298.95735,23,"5","Uncertain","Least Complex Structure","turk21"
NA,"A25CFVQND4A0EV",1469733291.146,1469733301.46657,3,"11","Neutral","Least Complex Structure","turk21"
NA,"A1W5PUJ4372XO7",1469733288.51143,1469733303.56719,19,"12","Certain","Most Complex Structure","turk21"
NA,"A34930YXVQ8SUT",1469733293.45463,1469733303.91437,21,"5","Very Certain","Most Complex Structure","turk21"
NA,"A1R6ZLM9V362F7",1469733298.59261,1469733304.36354,13,"1","Very Uncertain","Least Complex Structure","turk21"
NA,"A25CFVQND4A0EV",1469733301.5141,1469733308.28454,22,"4","Neutral","Most Complex Structure","turk21"
NA,"A1R6ZLM9V362F7",1469733304.41001,1469733311.4518,15,"10","Certain","Most Complex Structure","turk21"
NA,"A1FMCJY3HXP0SA",1469733299.00203,1469733311.54265,8,"7","Uncertain","Least Complex Structure","turk21"
NA,"A34930YXVQ8SUT",1469733303.96559,1469733311.94501,25,"6","Very Certain","Least Complex Structure","turk21"
NA,"APZEIAO75NCHM",1469733156.91007,1469733312.46453,3,"4","Very Uncertain","Least Complex Structure","turk21"
NA,"A1W5PUJ4372XO7",1469733303.62401,1469733314.68202,14,"9","Certain","Most Complex Structure","turk21"
NA,"A2VYHR3SR63DV8",1469733295.20842,1469733315.61783,18,"11","Neutral","Least Complex Structure","turk21"
NA,"A2OFN0A5CPLH57",1469733296.04614,1469733315.70442,23,"12","Very Uncertain","Most Complex Structure","turk21"
NA,"AQL960O0LTRI8",1469733267.89404,1469733318.82501,22,"12","Neutral","Least Complex Structure","turk21"
NA,"A1R6ZLM9V362F7",1469733311.49849,1469733318.95454,22,"1","Neutral","Most Complex Structure","turk21"
NA,"AQL960O0LTRI8",1469733318.87023,1469733325.22262,21,"5","Certain","Most Complex Structure","turk21"
NA,"A1R6ZLM9V362F7",1469733319.001,1469733326.58854,9,"7","Neutral","Least Complex Structure","turk21"
NA,"APZEIAO75NCHM",1469733312.5379,1469733327.09194,23,"2","Very Uncertain","Most Complex Structure","turk21"
NA,"A1W5PUJ4372XO7",1469733314.72865,1469733329.91423,3,"6","Uncertain","Least Complex Structure","turk21"
NA,"A1R6ZLM9V362F7",1469733326.63328,1469733331.54263,21,"5","Certain","Most Complex Structure","turk21"
NA,"A34930YXVQ8SUT",1469733311.99798,1469733331.63254,8,"4","Very Certain","Most Complex Structure","turk21"
NA,"A2OFN0A5CPLH57",1469733315.74355,1469733332.6135,17,"5","Uncertain","Most Complex Structure","turk21"
NA,"A1FMCJY3HXP0SA",1469733311.59526,1469733335.71422,20,"1","Uncertain","Other, the square","turk21"
NA,"APZEIAO75NCHM",1469733327.1414,1469733336.2869,9,"12","Very Uncertain","Most Complex Structure","turk21"
NA,"AQL960O0LTRI8",1469733325.26419,1469733338.2427,25,"2","Neutral","Least Complex Structure","turk21"
NA,"A1R6ZLM9V362F7",1469733331.58994,1469733339.7211,10,"12","Uncertain","Least Complex Structure","turk21"
NA,"A1W5PUJ4372XO7",1469733330.08014,1469733344.37551,22,"1","Certain","Most Complex Structure","turk21"
NA,"A2VYHR3SR63DV8",1469733315.66396,1469733346.08315,23,"6","Certain","Least Complex Structure","turk21"
NA,"A2OFN0A5CPLH57",1469733332.66341,1469733346.62353,24,"12","Neutral","Most Complex Structure","turk21"
NA,"AQL960O0LTRI8",1469733338.31872,1469733352.03416,8,"2","Neutral","Most Complex Structure","turk21"
NA,"ANTH5IGN5CHN6",1469733338.95316,1469733352.82461,18,"11","Certain","Least Complex Structure","turk21"
NA,"A34930YXVQ8SUT",1469733331.68009,1469733354.03131,5,"12","Uncertain","Least Complex Structure","turk21"
NA,"A1R6ZLM9V362F7",1469733339.81313,1469733359.39263,23,"1","Certain","Most Complex Structure","turk21"
NA,"A2OFN0A5CPLH57",1469733346.66623,1469733360.88361,1,"1","Certain","Most Complex Structure","turk21"
NA,"AQL960O0LTRI8",1469733352.07638,1469733362.24796,5,"3","Neutral","Least Complex Structure","turk21"
NA,"A34930YXVQ8SUT",1469733354.07338,1469733364.44198,24,"12","Certain","Most Complex Structure","turk21"
NA,"A1R6ZLM9V362F7",1469733359.43854,1469733367.9605,24,"11,10","Certain","Most Complex Structure","turk21"
NA,"A1R6ZLM9V362F7",1469733368.0048,1469733373.80861,1,"1","Neutral","Most Complex Structure","turk21"
NA,"A2VYHR3SR63DV8",1469733346.13006,1469733374.30573,3,"5","Certain","Least Complex Structure","turk21"
NA,"ANTH5IGN5CHN6",1469733352.91604,1469733374.56135,23,"6","Neutral","Least Complex Structure","turk21"
NA,"A2OFN0A5CPLH57",1469733360.92742,1469733380.0815,15,"10","Uncertain","Most Complex Structure","turk21"
NA,"AQL960O0LTRI8",1469733362.30141,1469733382.17335,24,"10","Neutral","Most Complex Structure","turk21"
NA,"A34930YXVQ8SUT",1469733364.4946,1469733388.259,19,"10","Very Certain","Most Complex Structure","turk21"
NA,"ACIHCWKHNFC7U",1469733364.35067,1469733389.68613,18,"11","Neutral","Least Complex Structure","turk21"
NA,"ANTH5IGN5CHN6",1469733374.60909,1469733391.1868,3,"11","Certain","Least Complex Structure","turk21"
NA,"A2VYHR3SR63DV8",1469733374.47532,1469733392.79311,12,"7","Very Certain","Other, All points are joined.","turk21"
NA,"A2OFN0A5CPLH57",1469733380.13222,1469733392.99001,12,"7","Neutral","Most Complex Structure","turk21"
NA,"AQL960O0LTRI8",1469733382.22494,1469733393.40543,19,"3","Certain","Least Complex Structure","turk21"
NA,"ACIHCWKHNFC7U",1469733389.73419,1469733396.68737,23,"6","Neutral","Most Complex Structure","turk21"
NA,"ANTH5IGN5CHN6",1469733391.23047,1469733400.25386,12,"5","Certain","Least Complex Structure","turk21"
NA,"ACIHCWKHNFC7U",1469733396.78182,1469733403.4061,3,"5","Neutral","Most Complex Structure","turk21"
NA,"A2OFN0A5CPLH57",1469733393.03122,1469733404.68185,7,"11","Certain","Most Complex Structure","turk21"
NA,"ACIHCWKHNFC7U",1469733403.44872,1469733409.54401,12,"3","Neutral","Most Complex Structure","turk21"
NA,"A2VYHR3SR63DV8",1469733392.84417,1469733412.2343,22,"12","Certain","Least Complex Structure","turk21"
NA,"ACIHCWKHNFC7U",1469733409.59355,1469733416.19881,22,"11","Neutral","Most Complex Structure","turk21"
NA,"ANTH5IGN5CHN6",1469733400.30089,1469733419.15977,22,"4","Certain","Most Complex Structure","turk21"
NA,"A2OFN0A5CPLH57",1469733404.83649,1469733421.02696,5,"3","Uncertain","Most Complex Structure","turk21"
NA,"ACIHCWKHNFC7U",1469733416.27515,1469733422.36904,25,"6","Neutral","Most Complex Structure","turk21"
NA,"ACIHCWKHNFC7U",1469733422.41175,1469733429.02761,15,"8","Neutral","Least Complex Structure","turk21"
NA,"ANTH5IGN5CHN6",1469733419.22054,1469733429.19854,25,"2","Uncertain","Least Complex Structure","turk21"
NA,"A2OFN0A5CPLH57",1469733421.19957,1469733433.35133,6,"4","Certain","Most Complex Structure","turk21"
NA,"ACIHCWKHNFC7U",1469733429.0929,1469733436.79731,24,"7","Neutral","Most Complex Structure","turk21"
NA,"AVI7K876BV3QL",1469733311.68988,1469733437.24677,18,"10","Neutral","Most Complex Structure","turk21"
NA,"AFDC9A6Z60W2Z",1469733239.04772,1469733438.56442,6,"4","Certain","Most Complex Structure","turk21"
NA,"ACIHCWKHNFC7U",1469733436.84013,1469733441.59883,4,"5","Neutral","Most Complex Structure","turk21"
NA,"ANTH5IGN5CHN6",1469733429.35942,1469733444.1197,15,"10","Neutral","Most Complex Structure","turk21"
NA,"AFDC9A6Z60W2Z",1469733438.62912,1469733450.17388,22,"11","Neutral","Most Complex Structure","turk21"
NA,"ACIHCWKHNFC7U",1469733441.68597,1469733452.23561,8,"4","Neutral","Least Complex Structure","turk21"
NA,"A2VYHR3SR63DV8",1469733412.31123,1469733452.36157,25,"10","Neutral","Least Complex Structure","turk21"
NA,"AVI7K876BV3QL",1469733437.28968,1469733453.37407,23,"8","Very Certain","Least Complex Structure","turk21"
NA,"ANTH5IGN5CHN6",1469733444.18035,1469733460.786,24,"12","Certain","Most Complex Structure","turk21"
NA,"AFDC9A6Z60W2Z",1469733450.22441,1469733462.62292,21,"5","Certain","Most Complex Structure","turk21"
NA,"ANTH5IGN5CHN6",1469733460.83452,1469733469.63116,4,"12","Certain","Least Complex Structure","turk21"
NA,"ANTH5IGN5CHN6",1469733469.68436,1469733478.88171,8,"4","Certain","Most Complex Structure","turk21"
NA,"A1H72Y9Z5NJXDS",1469733459.90418,1469733482.52405,4,"4","Very Certain","Most Complex Structure","turk21"
NA,"A1H72Y9Z5NJXDS",1469733482.56446,1469733498.62253,15,"1","Very Certain","Most Complex Structure","turk21"
NA,"A2VYHR3SR63DV8",1469733452.40793,1469733501.85318,15,"8","Uncertain","Least Complex Structure","turk21"
NA,"A20Z8Q65CFTBV7",1469733492.84454,1469733503.12052,14,"6","Neutral","Most Complex Structure","turk21"
NA,"AFDC9A6Z60W2Z",1469733462.67084,1469733505.30144,25,"6","Uncertain","Least Complex Structure","turk21"
NA,"A20Z8Q65CFTBV7",1469733503.17474,1469733514.9989,22,"10","Uncertain","Most Complex Structure","turk21"
NA,"A1H72Y9Z5NJXDS",1469733498.6669,1469733516.57975,3,"12","Very Certain","Most Complex Structure","turk21"
NA,"AFDC9A6Z60W2Z",1469733505.34966,1469733523.80707,8,"4","Neutral","Most Complex Structure","turk21"
NA,"A20Z8Q65CFTBV7",1469733515.04759,1469733524.46482,4,"10","Uncertain","Most Complex Structure","turk21"
NA,"A1H72Y9Z5NJXDS",1469733516.62823,1469733528.25839,10,"6","Very Certain","Most Complex Structure","turk21"
NA,"AFDC9A6Z60W2Z",1469733523.85443,1469733531.97269,5,"12","Neutral","Least Complex Structure","turk21"
NA,"A20Z8Q65CFTBV7",1469733524.51306,1469733533.73805,2,"5","Certain","Most Complex Structure","turk21"
NA,"A2VYHR3SR63DV8",1469733501.90189,1469733535.66837,24,"9","Neutral","Least Complex Structure","turk21"
NA,"A1H72Y9Z5NJXDS",1469733528.29879,1469733536.7001,17,"5","Very Certain","Most Complex Structure","turk21"
NA,"AFDC9A6Z60W2Z",1469733532.02057,1469733544.34128,24,"12","Neutral","Most Complex Structure","turk21"
NA,"A20Z8Q65CFTBV7",1469733533.78484,1469733546.71382,7,"9","Uncertain","Least Complex Structure","turk21"
NA,"AVI7K876BV3QL",1469733453.41774,1469733547.78031,3,"4","Certain","Least Complex Structure","turk21"
NA,"A20Z8Q65CFTBV7",1469733546.76324,1469733553.82327,17,"5","Uncertain","Most Complex Structure","turk21"
NA,"A1H72Y9Z5NJXDS",1469733536.79083,1469733558.98804,25,"8","Certain","Most Complex Structure","turk21"
NA,"A1TMZLYXQAK8Q0",1469733542.61782,1469733559.6203,12,"10","Uncertain","Most Complex Structure","turk21"
NA,"A20Z8Q65CFTBV7",1469733553.86526,1469733560.24689,20,"1","Uncertain","Most Complex Structure","turk21"
NA,"A2VYHR3SR63DV8",1469733535.71167,1469733563.2044,4,"8","Certain","Least Complex Structure","turk21"
NA,"AVI7K876BV3QL",1469733547.82679,1469733564.71154,12,"7","Neutral","Most Complex Structure","turk21"
NA,"AUI3R928P63B0",1469733510.14775,1469733565.23474,23,"5","Certain","Most Complex Structure","turk21"
NA,"A20Z8Q65CFTBV7",1469733560.30244,1469733566.65844,13,"8","Very Uncertain","Most Complex Structure","turk21"
NA,"AFDC9A6Z60W2Z",1469733544.38589,1469733567.03757,19,"10","Neutral","Most Complex Structure","turk21"
NA,"A1TMZLYXQAK8Q0",1469733559.6717,1469733570.00556,6,"4","Certain","Most Complex Structure","turk21"
NA,"A20Z8Q65CFTBV7",1469733566.70249,1469733573.56571,9,"12","Uncertain","Most Complex Structure","turk21"
NA,"AVI7K876BV3QL",1469733564.76271,1469733581.92068,22,"1","Certain","Most Complex Structure","turk21"
NA,"AUI3R928P63B0",1469733565.40487,1469733583.71788,3,"11","Certain","Most Complex Structure","turk21"
NA,"A1H72Y9Z5NJXDS",1469733559.04313,1469733588.69378,7,"9","Certain","Most Complex Structure","turk21"
NA,"A1TMZLYXQAK8Q0",1469733570.10594,1469733589.67059,8,"4","Neutral","Most Complex Structure","turk21"
NA,"A20Z8Q65CFTBV7",1469733573.61071,1469733596.44726,25,"2","Very Uncertain","Least Complex Structure","turk21"
NA,"AVI7K876BV3QL",1469733581.96204,1469733598.961,25,"6","Neutral","Least Complex Structure","turk21"
NA,"A2VYHR3SR63DV8",1469733563.2534,1469733601.97292,8,"4","Neutral","Most Complex Structure","turk21"
NA,"AA5OOUN82FYES",1469733575.61093,1469733602.33161,12,"7","Neutral","Least Complex Structure","turk21"
NA,"AA5OOUN82FYES",1469733602.39902,1469733611.95341,6,"4","Certain","Most Complex Structure","turk21"
NA,"AVI7K876BV3QL",1469733599.00462,1469733616.4726,15,"8","Uncertain","Least Complex Structure","turk21"
NA,"AUI3R928P63B0",1469733583.76347,1469733617.90445,7,"9","Neutral","Least Complex Structure","turk21"
NA,"A1TMZLYXQAK8Q0",1469733589.71539,1469733620.53921,20,"9","Uncertain","Least Complex Structure","turk21"
NA,"AJXIC6Q5EM76P",1469733612.18654,1469733623.12272,12,"7","Certain","Most Complex Structure","turk21"
NA,"A1H72Y9Z5NJXDS",1469733588.73867,1469733624.05856,16,"11,9","Certain","Most Complex Structure","turk21"
NA,"A2R9OK4M877ZCC",1469733618.15956,1469733629.33965,12,"7","Certain","Most Complex Structure","turk21"
NA,"AJXIC6Q5EM76P",1469733623.16372,1469733632.47112,6,"4","Very Certain","Most Complex Structure","turk21"
NA,"AVI7K876BV3QL",1469733616.53941,1469733638.87255,24,"12","Neutral","Most Complex Structure","turk21"
NA,"A1TMZLYXQAK8Q0",1469733620.61754,1469733641.64616,3,"9","Neutral","Most Complex Structure","turk21"
NA,"A2R9OK4M877ZCC",1469733629.3821,1469733642.57735,6,"4","Neutral","Most Complex Structure","turk21"
NA,"AJXIC6Q5EM76P",1469733632.52063,1469733651.58068,8,"4","Certain","Most Complex Structure","turk21"
NA,"A1TMZLYXQAK8Q0",1469733641.70317,1469733651.8081,14,"6","Certain","Most Complex Structure","turk21"
NA,"AA5OOUN82FYES",1469733612.03239,1469733655.16435,8,"9","Uncertain","Most Complex Structure","turk21"
NA,"AUI3R928P63B0",1469733617.97536,1469733655.55813,24,"4","Neutral","Most Complex Structure","turk21"
NA,"AJXIC6Q5EM76P",1469733651.63357,1469733664.37594,20,"9","Neutral","Least Complex Structure","turk21"
NA,"A1TMZLYXQAK8Q0",1469733651.85216,1469733664.76739,1,"2","Very Certain","Most Complex Structure","turk21"
NA,"A2R9OK4M877ZCC",1469733642.65993,1469733671.72813,8,"4","Certain","Least Complex Structure","turk21"
NA,"AJXIC6Q5EM76P",1469733664.4529,1469733672.25866,3,"4","Neutral","Most Complex Structure","turk21"
NA,"A1TMZLYXQAK8Q0",1469733664.81456,1469733674.41273,21,"5","Very Certain","Most Complex Structure","turk21"
NA,"AUI3R928P63B0",1469733655.60098,1469733681.89428,18,"7","Certain","Least Complex Structure","turk21"
NA,"A3PKRRJR7IXFY7",1469733660.25382,1469733683.46055,12,"10","Neutral","Most Complex Structure","turk21"
NA,"AA5OOUN82FYES",1469733655.21237,1469733683.56357,20,"1","Neutral","Most Complex Structure","turk21"
NA,"A1TMZLYXQAK8Q0",1469733674.45691,1469733684.25459,19,"10","Certain","Most Complex Structure","turk21"
NA,"A3PKRRJR7IXFY7",1469733683.50719,1469733692.70053,6,"4","Certain","Most Complex Structure","turk21"
NA,"AA5OOUN82FYES",1469733683.6108,1469733694.08867,3,"12","Uncertain","Most Complex Structure","turk21"
NA,"A1H72Y9Z5NJXDS",1469733624.10252,1469733694.80301,24,"12","Very Certain","Most Complex Structure","turk21"
NA,"A1OHEMT3EJ2EWP",1469733688.5751,1469733698.22671,19,"10","Very Certain","Most Complex Structure","turk21"
NA,"AA5OOUN82FYES",1469733694.13238,1469733705.57013,14,"9","Certain","Most Complex Structure","turk21"
NA,"A2R9OK4M877ZCC",1469733671.82474,1469733707.30974,20,"9","Neutral","Least Complex Structure","turk21"
NA,"A3PKRRJR7IXFY7",1469733692.75066,1469733711.37266,8,"5","Neutral","Least Complex Structure","turk21"
NA,"A1TMZLYXQAK8Q0",1469733684.29975,1469733712.39985,22,"11","Uncertain","Most Complex Structure","turk21"
NA,"APZEIAO75NCHM",1469733336.33199,1469733713.05885,17,"5","Uncertain","Most Complex Structure","turk21"
NA,"AVI7K876BV3QL",1469733638.92182,1469733717.50104,4,"9","Certain","Least Complex Structure","turk21"
NA,"APZEIAO75NCHM",1469733713.11672,1469733718.61808,5,"12","Very Uncertain","Least Complex Structure","turk21"
NA,"AA5OOUN82FYES",1469733705.66275,1469733718.76675,1,"2","Certain","Most Complex Structure","turk21"
NA,"AUI3R928P63B0",1469733681.93853,1469733719.94065,17,"5","Neutral","Most Complex Structure","turk21"
NA,"A2R9OK4M877ZCC",1469733707.3546,1469733721.90089,3,"11","Certain","Most Complex Structure","turk21"
NA,"AJXIC6Q5EM76P",1469733672.31384,1469733725.21899,14,"9","Very Certain","Most Complex Structure","turk21"
NA,"AA5OOUN82FYES",1469733719.02562,1469733728.53752,21,"5","Certain","Most Complex Structure","turk21"
NA,"A1H72Y9Z5NJXDS",1469733694.84863,1469733729.09406,22,"11","Very Certain","Most Complex Structure","turk21"
NA,"A3PKRRJR7IXFY7",1469733711.41631,1469733729.70118,20,"9","Uncertain","Least Complex Structure","turk21"
NA,"A2R9OK4M877ZCC",1469733721.94803,1469733731.79562,14,"9","Certain","Most Complex Structure","turk21"
